id,respondent,group,questionnaire,question_code,question,form,title,response,rationale,confidence_score,recall_score
160,85,F,Post,Q18,Recall,Short,Mad Max,"This is from mad max, I have seen the movie before and remember this scene in the movie. I tend to kind of tune out sometimes in high action scenes. This is the guys with white faces who spray themselves in the mouth before they die, I think they are bad guys and were chasing Charlize Theron’s character in the scene.","The participant recalls the War Boys (guys with white faces who spray themselves) and that they are chasing Charlize Theron's character (Furiosa), which loosely matches the attackers and pursuit. However, there is no mention of the Buzzards, the battle specifics, or the suicide attack, and some details are inaccurate (the War Boys are not the main attackers in this moment).",85,20
55,86,E,Post,Q13,Recall,Short,Abbot Elementary,"They were giving the guy a hard time about not liking pizza. They then went on to talk about more eating habits, and why he didn’t bring that up to people ever. they made a big deal about it after that I don’t really remember much about what happened. He seemed to be very emotional about it, and they all started asking him a bunch of questions.","The participant accurately recalls that Gregory was given a hard time for not liking pizza, that the group discussed his eating habits, and that he was emotional and questioned by others. However, they miss specific details such as the Baltimore-style pizza, the dramatic reactions, and the Lady Gaga joke, and they state they don't remember much else.",80,60
116,86,E,Post,Q18,Recall,Long,Mad Max,"They were trying to run away and these vehicles. They had a guy strapped to the front and he was injured. There is also a long bit of things that happened before they were all driving in those vehicles and there were animals if I remember correctly or something chasing them, which is why they’re running.","The response mentions trying to escape, vehicles, and a man strapped to the front, which loosely connects to the War Rig and Max's predicament. However, it lacks detail about the Buzzards, the battle, and the suicide attack, and introduces inaccurate elements like animals, resulting in a low recall score.",90,20
93,88,C,Post,Q18,Recall,Long,Abbot Elementary,"Previously the character named Gregory said that his favorite type of pizza was Baltimore style, which apparently is ""wet,"" from a pizzeria he named. A colleague named Jacob traveled to Baltimore to purchase a ""wet"" pizza from the named pizzeria so that Gregory could enjoy it. However, Gregory actually does not enjoy pizza and the picture above is a shot of him taking a piece of the ""wet"" pizza with great trepidation/","The participant accurately recalls the setup involving Gregory's claim about Baltimore-style pizza, Jacob's effort to get the pizza, and Gregory's discomfort when presented with it. However, they do not mention the group’s reaction, Gregory’s confession about being a picky eater, the dramatic responses, or the subsequent teasing and fallout, which are key elements of the model events.",95,60
80,88,C,Post,Q13,Recall,Short,The Town,Jeremy Renner and Ben Affleck were two of the actors that were a part of the scene. The scene is of several bank robbers pulling off a bank job with nun costumes on to hide their identity and large automatic weapons. They are able to steal the money from the bank and try to get away but are corned and then chased by the police with moments of intense action and gunplay. Eventually the bank robbers are able to elude the police and get away with another accomplice in a new vehicle.,"The participant recalls the nun costumes, the armed robbery, the successful theft, the police chase, gunplay, and the escape via a new vehicle, which aligns with many of the key events (2, 6, 14-16, 18-19). They do not mention the armored truck, the guards, or the burning of the minivan, but they capture the main beats and the correct sequence.",90,80
94,89,C,Post,Q18,Recall,Long,Abbot Elementary,Not sure about the scene.  It may have been when the man on the right was pretending that he liked pizza. He said that he liked wet pizza from a specific place in Baltimore or Maryland I think. And then the guy on the left actually drove two hours to pick up his favorite pizza. It ends up the guy in the right really doesn’t like pizza.,"The response captures the basic premise: Gregory pretends to like a specific pizza, Jacob goes out of his way to get it, and it is revealed Gregory does not actually like pizza. However, it lacks detail about the group’s reaction, the dramatic mop drop, the picky eating confession, and the extended teasing, which are central to the key moment.",90,50
81,89,C,Post,Q13,Recall,Short,The Town,"The thieves were all dressed in the same in none like masks and costumes. They were able to corner and armored car and overtake it. They ended up shooting the driver and passenger of the car and stole all of the contents. They had a getaway car waiting however, when they took off cop cars were in pursuit. They then had a second getaway car which they were able to load all of the stolen loot and then they blew up the first getaway car.","The participant accurately recalls the crew's nun disguises, the armored car ambush, shooting the guards, stealing the money, the police pursuit, switching to a second getaway car, and blowing up the first van. The response omits some details (e.g., the police scanner, specifics of the chase, and the gasoline/lighter sequence) but covers most major events in correct order.",95,90
104,90,B,Post,Q18,Recall,Long,Mad Max,The Half Life War Boys and their warlord leader are chasing down a rogue imperator  named Furiousa that seems to be transporting the young adult female heir (and potentially others) of the warlord and his hostage mate. The imperator was sent out originally to a place called Gastown to collect/steal fuel and munitions. The scene ends with Furiosa and her rig escaping through an immense dust storm.,"The participant identifies Furiosa, the War Boys, and the general pursuit, but misattributes some details (such as the hostage and the purpose of the mission) and omits the Buzzards, the battle specifics, and the suicide attack. The escape through the dust storm is mentioned, but most key-moment events are missing or conflated with other plot points.",90,30
67,90,B,Post,Q13,Recall,Short,The Town,"This scene was just as the three characters had donned ""creepy"" nun costumes and exacted the min-van they were in to rob an armored vehicle of cash they were collected from a bank. They at first just threaten the security officer bringing the cash into the the back of the armored vehicle and then knock him down so they can enter the vehicle and steal the cash. The security officer driving the vehicle then exits his spot at the front and points his gun at the theives, but they shoot and kill him.","The response accurately recalls the nun disguises, the use of a minivan, the armored truck robbery, threatening and knocking down a guard, and the confrontation with the resisting guard. However, it omits the police chase, the escape sequence, and the burning of the van, and incorrectly states the guard was killed rather than wounded.",90,55
133,91,D,Post,Q18,Recall,Short,Abbot Elementary,The black guy did not like pizza. He told his friend he did not like pizza. But his friend kept on pushing and pushing to try it. But he reluctantly tried it to placate the other guy. Still he did not like it.  He just finally had to say no. There was some tension. But they are fiends so no big deal.,"The participant recalls that Gregory (the black guy) does not like pizza, that his friend pushes him to try it, and that Gregory finally refuses. However, the response misses key details such as the Baltimore-style pizza, the group’s reactions, the confession about being a picky eater, and the comedic aftermath. The recall is partial and lacks specificity and ordering for most model events.",90,50
40,91,D,Post,Q13,Recall,Long,The Town,He was robbing a bank with others in a nun mask. He was shooting a guard that tried to get in their way and stop them. He shot him. They then got away but soon the police were chasing them as they traded shots with them. They had many accidents but then switched to another car and they eluded the police.,"The response includes the nun mask disguises, shooting a resisting guard, a police chase with gunfire, and switching to another car to escape. However, it omits details about the armored truck, the use of duffel bags, the gasoline and burning of the minivan, and some specifics of the escape route, resulting in a slightly lower score.",90,80
134,92,D,Post,Q18,Recall,Short,Abbot Elementary,The actor opposite the main actor offered him Pizza and then the other guy refused to take it so the actor offering the pizza made fun of him for not liking it. It wasn't really funny to me at all. I mean I really couldn't get into it because the comedy just wasn't appealing to me. I would have rather watch something else,"The participant remembers that one character offered pizza and the other refused, and that there was some teasing. However, the response lacks detail about the Baltimore-style pizza, the group’s reactions, the confession, and the escalation of the scene. The recall is minimal and does not capture the sequence or specificity of the key moments.",85,30
41,92,D,Post,Q13,Recall,Long,The Town,A group of friends rob a bank as they were continuing on they noticed a cop watching them. The shooter was hesitant but did not take action as to shoot the police officer as I said they both took a moment to exchange a look towards one another and the individual shooter decides to let the cop live assuming that he wouldn't say anything,"The participant only vaguely references a bank robbery and a moment of hesitation involving a police officer, missing most of the key events such as the armored truck, disguises, shootout, chase, and burning of the getaway vehicle. The response is mostly focused on a single, less central moment.",85,30
135,94,D,Post,Q18,Recall,Short,Abbot Elementary,What happened in the scene was the teacher went out his way to buy Gregory a pizza from his hometown. He said he drove hours to get the pizza to him. And he doesn’t like pizza. And Gregory felt awkward confuse. And the teacher was dumbfounded. he said I just don’t know what it is. I don’t like pizza.,"The participant recalls that a teacher (Jacob) went out of his way to get Gregory a special pizza and that Gregory does not like pizza, which matches key events 3, 5, and 7. The response also notes Gregory's awkwardness and the teacher's shock, aligning with events 6 and 8. However, it omits the group’s collective reaction, the sequence of food questioning, and Gregory’s explanation about being a picky eater, so the recall is partial but accurate for the main beats.",90,60
42,94,D,Post,Q13,Recall,Long,The Town,In this scene the robbers were hopping out with guns and money. They were getting ready to jump in the getaway car. When one of the mask robber looked to the right and there was a police officer. He was working looking out for the construction workers. Not worrying about them. But they all made eye contact with each other. Awkwardly. Like what are we doing? What are we going to do? He turned his head. And a robbers hurried up and put the money in the car and drove off. So he didn’t call it in. And they spared his life. Pretty much,"The participant recalls the robbers exiting with guns and money and preparing to get into the getaway car, which aligns with the latter part of the heist and escape (MODEL EVENTS 10-11, 19). However, the response focuses on an encounter with a police officer who does not intervene, which is not a key event in the MODEL EVENTS. There is no mention of the nun disguises, armored truck ambush, high-speed chase, or burning the minivan, so recall is partial and omits most major events.",85,30
13,96,F,Post,Q13,Recall,Long,Abbot Elementary,"In this scene, Barbara, Melissa, and Jacob are all sharing their favorite Philly pizza places. Jacob surprised Gregory with a ""Baltimore"" pizza. Jacob had driven to what Gregory had told him was his favorite pizza place to get him a pizza. What Jacob does not know is that Gregory does not like pizza and that is why he has this facial expression because he lied.","The response captures several key events: the group discussing pizza, Jacob surprising Gregory with the 'Baltimore' pizza, Jacob's effort to get the pizza, and Gregory's lie about liking pizza. However, it omits the group’s dramatic reaction, Gregory’s explanation about being a picky eater, the teasing, and the aftermath. The ordering and specificity are strong for the events mentioned.",95,75
161,96,F,Post,Q18,Recall,Short,Mad Max,"In this scene, Furiosa is being chased in her truck by a bunch of people trying to kill her and her men. Simultaneously, Tom Hardy has been kidnapped and is tied to a post on the front of the truck that is seen in this image. The scene flashes back and forth to the different cars driving and trying to get to Furiosa's truck. In this specific picture, the guy who is in the air has been shot with an arrow, so he decides to sacrifice himself to take out the spikey truck in the back of the picture.","The participant accurately recalls Furiosa being chased, the attackers trying to kill her, and the suicide attack by a War Boy to destroy a spiked vehicle, which matches the key MODEL EVENTS. There is an extra detail about Tom Hardy being tied to a post, but the main sequence and actions are described with good specificity and correct ordering.",90,80
57,97,E,Post,Q13,Recall,Short,Abbot Elementary,The character touching the pizza above was admitting to his work peers that he does not like pizza. He was basically forced to admit this or eat the gross wet pizza. They had gone out of their way to get it for him after I guess he lied and said it was his favorite to avoid detection as a pizza hater.,"The participant accurately recalls Gregory being forced to admit he does not like pizza, the group’s effort to get the special pizza for him, and that Gregory lied about his preference to fit in. The response omits some group reactions and the sequence of teasing, but covers the main events with good specificity and ordering.",95,90
118,97,E,Post,Q18,Recall,Long,Mad Max,"This was a long long long chase scene where one group was running from their horrible kingdom. The women breeders were escaping with Charlize's help. Meanwhile the soliders from the kingdom were chasing them. The man on the front of the car is a peasant being used as a ""blood bank"" for the soldiers who seem to keep other people's blood to survive. Maybe that is why they are so pale.","The response identifies a chase scene with Furiosa helping women escape and mentions the 'blood bank' concept, but does not reference the Buzzards, the battle, or the suicide attack. The answer is focused on the broader context and character motivations, not the specific key moment events.",90,20
146,98,A,Post,Q18,Recall,Short,Mad Max,"The tanker truck full of gas is ambushed by a roaming group of marauders who attack their convoy with vehicles armed with spikes, bombs and other weapons. The marauders have a hostage from the original tanker convoy strapped to the front of their car. The truck convoy manages to fight off the group of marauders. In this particular scene, one of them (unclear which side) sprays his mouth with silver spray paint then jumps off the truck with two bombs onto one of the marauders.","The participant accurately recalls the tanker truck (War Rig) being ambushed by spiked vehicles (Buzzards), the convoy fighting back, and a suicide attack involving silver spray paint and bombs, which matches the War Boy's sacrifice. However, there is some confusion about which side the suicide attacker is on, and Furiosa is not mentioned by name.",85,60
23,98,A,Post,Q13,Recall,Long,The Town,"A group of criminals decide to pull a heist on an armored truck using nun costumes, and it doesn't go exactly to plan due to the security guard of the truck disrupting their plans. They end up stealing the cash and escaping through the city in a car.

They are stealing cash in duffel bags, and an intense police chase ensues when they escape the scene of the crime.","The participant recalls the nun disguises, the armored truck heist, the disruption by a guard, the theft of cash in duffel bags, and the ensuing police chase. They omit the specifics of the guard being shot, the minivan escape, the car switch, and the burning of the van, but capture most major beats.",95,70
147,99,A,Post,Q18,Recall,Short,Mad Max,"There is a chase scene involving Furiosa's crew trying to protect the rig and another group of people. Some of the crew are killed, and there are lots of explosions as they protect the rig. One of Furiosa's men gets hit with an arrow, and it pierces his body and part of his neck. He sprays some silver liquid and it heals him. He then sacrifices himself by jumping on one of the other group's car, resulting in an explosion. Everyone cheers.","The participant accurately recalls the chase, the War Boys protecting the rig, explosions, and the suicide attack by a War Boy who detonates an explosive and is cheered by others. The response includes some extraneous details (silver liquid healing) not in the key moment, but all major model events are covered with good specificity and correct ordering.",95,90
24,99,A,Post,Q13,Recall,Long,The Town,"They rob an armored truck, taking the money and putting it into bags. One of the security guards manages to grab one of the guys (I believe Ben Affleck and the other robber (I believe Jeremy Renner's character) shoots him in the chest. There is a chase scene involving the getaway van and police through the streets of Boston. They manage to get away and switch to a jeep, setting fire to the getaway van.","The participant accurately recalls the armored truck robbery, the guard taking a robber hostage and being shot, the chase with police, the switch to a second vehicle, and setting fire to the getaway van. The response is specific and mostly accurate, with only minor errors (e.g., calling the second vehicle a 'jeep').",95,90
44,100,E,Post,Q13,Recall,Short,Abbot Elementary,"They’re trying to get Mr Eddie to eat pizza that Mr Hill brought him. Turns out Mr Eddie doesn’t like pizza and is a very picky eater, with the janitor Mr Johnson repeating that Mr Eddie doesn’t like bacon. The two female teachers (Howard & Schemmenty) give Mr Eddie a hard time for him not liking pizza and they all begin quizzing him on other foods he likes or dislikes","The participant correctly recalls that Mr. Eddie (Gregory) is pressured to eat pizza, reveals he is a picky eater, and is quizzed by his colleagues about other foods (MODEL EVENTS 1, 4-5, 9-12). They also mention Mr. Johnson and the reactions of the other teachers, though they misattribute the bacon comment and do not mention the Lady Gaga joke or Gregory fleeing the lounge. The response is highly accurate with minor omissions.",95,85
105,100,E,Post,Q18,Recall,Long,Mad Max,Furiosa took off with females being used for their breeding. This ensues a chase between Furiosa and the other members of the group. It’s a super intense chase and fight scene. Mad max is chained to the front of the car and is being used for his blood by the driver who is sick. Everyone’s trying to kill everyone,"The response references Furiosa fleeing with the wives and a chase/fight scene, which loosely aligns with the War Rig being attacked and a chaotic battle. However, it lacks mention of the Buzzards, the specific high-speed battle details, the War Boys' suicide attack, or Furiosa's tactical driving. The inclusion of Mad Max chained to the car is accurate for the film but not specific to this key moment.",90,20
82,101,C,Post,Q18,Recall,Long,Abbot Elementary,"Yesterday, there was a discussion among Abbott teachers and staff which pizza is the best. Gregory( williams) had mentioned that he like some pizza from (baltimore,MD?) Jacob drove  a long way to bring Gregory his favorite pizza and offers Gregory a slice. Unbeknown the everynone, Gregory made the whole thing up and does not like pizza.","The participant recalls the pizza discussion, Jacob getting Baltimore-style pizza, Gregory being offered a slice, and Gregory admitting he does not like pizza. However, they omit the group’s shocked reactions, the details of Gregory’s picky eating, the teasing, and Gregory fleeing the lounge, so only the core revelation is captured.",90,60
69,101,C,Post,Q13,Recall,Short,The Town,"While the armored truck was beginning to unload the truck, this was a bank robber (Ben Affleck), telling the two armored truck guards to drop their weapons and don't move. As another bank robber was inside the armored truck looking for money and some papers. As the robbers are going through the truck, on tries to shoot the robbers. A get away car is waiting","The participant recalls the armored truck robbery, the robbers threatening the guards, and a guard resisting and being shot, as well as the presence of a getaway car. However, they omit the nun disguises, the high-speed chase, the vehicle switch, and the burning of the minivan, and their description is somewhat vague and out of order.",90,40
120,102,D,Post,Q18,Recall,Short,Abbot Elementary,Jacob brought pizza in from various neighborhoods and what he thought was a favorite pizza place of Gregorys.  The other teachers loved the pizza and chose their favorites.  Everyone was shocked to learn Gregory do not like pizza.  He thinks it is weird.  He described it as crunchy and wet.  It is learned he is a picky eater.,"The participant accurately recalls Jacob bringing in pizza from Gregory's supposed favorite place, the teachers enjoying the pizza, and the group being shocked to learn Gregory does not like pizza. They also mention Gregory being a picky eater and his negative description of pizza. However, the response omits several key moments, such as Mr. Johnson's reaction, the Lady Gaga joke, and the sequence of the group testing Gregory on other foods.",95,80
26,102,D,Post,Q13,Recall,Long,The Town,They had just robbed a bank truck. One of the robbers shit a killed a security guard because he didn't appreciate what the guard said to the other robber.  They took the money and eventually took a hostage.  They evaded the police on the Boston bridge and told the hostage she would be ok as she did not see their real face.  They dropped her off at a beach and told her to keep walking until she feels water.,"The participant recalls the armored truck robbery and a guard being shot, but incorrectly states the guard was killed and introduces events (hostage, bridge, beach) that are not part of this key moment. Most of the key chase and escape details are missing or conflated with other scenes.",90,30
83,103,C,Post,Q18,Recall,Long,Abbot Elementary,Tyler James Williams who plays a teacher in Abbott Elementary as trying to hide the fact that he didn’t like pizza because he knew everyone would think it was strange. So another actor who plays a teacher and his friend drive hours to get the pizza Tyler lied and said he liked. So at this point in the scene Tyler is acting like he is going tryna slice but he doesn’t and tells them he doesn’t eat pizza,"The participant recalls Gregory hiding his dislike of pizza, Jacob (another teacher) driving to get the special pizza, and Gregory ultimately admitting he doesn't eat pizza. The response misses the group’s dramatic reactions, the extended teasing, and Gregory fleeing, but captures the main deception and reveal.",90,70
70,103,C,Post,Q13,Recall,Short,The Town,An armored truck robbery was happening in this scene. The masked robber was telling the armored truck guy what to do as he was robbing the truck. I can’t remember if his is Ben Afleck in the mask or not but it was three of them robbing the truck. The armored truck guy wasn’t listening and retaliated leading him to be shot. They took the cash and proceeded to flee and started a high speed chase,"The response accurately recalls the armored truck robbery, the masked robbers, the guard resisting and being shot, the cash being taken, and the start of a high-speed chase. However, it omits the nun disguises, the details of the chase, the vehicle switch, and the burning of the minivan, but covers more key events than the previous response.",90,55
136,104,A,Post,Q18,Recall,Short,Mad Max,They were fighting other people in the deserts of Australia and I wasn't sure who was the good guy in the bad guy but everybody was driving with vehicles that had mysterious in strange weapons and people were getting run off the road. It was a remake from the original movie that I saw but I never saw this one and I remember I might want to watch it.,"The participant generally recalls a desert vehicle battle with strange weapons and people being run off the road, which loosely matches the setting and chaos of events 1-3. However, they do not mention Furiosa, the War Rig, the Buzzards, the suicide attack, or the outcome, and their response is vague and lacks specificity about the key moments.",95,30
14,104,A,Post,Q13,Recall,Long,The Town,"They robbed an armored car, then got into a chase with the police. They switched cars and continue to chase through the city. They didn't mean to shoot anybody but they did anyways. The car they switched to was there on purpose and they torched the original car that they used as a getaway car. They all were dressed as nuns","The participant accurately recalls nearly all major events: the armored car robbery, the police chase, the car switch, torching the original getaway car, and the nun disguises. The only minor omission is the detailed sequence of the police scanner alert and the specific mention of the North End, but all critical actions and the order are correct.",98,95
84,105,C,Post,Q18,Recall,Long,Abbot Elementary,"In this scene, one of the characters had said he only likes “Baltimore” style pizza and described it as crispy and wet. Another character drove from Philly to Baltimore to get the pizza for his friend. In the rest of the scene, it became evident that the initial character was lying and doesn’t like pizza at all which resulted in disgust from his colleagues.","The participant accurately recalls the invented 'Baltimore-style' pizza, Jacob's effort to get it, Gregory's lie about liking pizza, and the group's negative reaction. However, they omit several key moments such as Mr. Johnson's mop drop, the detailed group interrogation about other foods, and the Lady Gaga joke, but the main arc and several specific details are present.",95,80
71,105,C,Post,Q13,Recall,Short,The Town,"People dressed as nuns robbed a money truck and a police chase scene through Boston followed. There was a firefight between police and the robbers and they set fire to a vehicle at the  end. I don’t remember any key characters really, because they were all dressed as nuns. There were a ton of cars on the Boston streets and police cars chasing the getaway van. One scene involved a slow motion of a nun looking at a little boy.","The participant recalls the nun disguises, the robbery of the money truck, the police chase through Boston, the firefight, and the burning of the vehicle at the end. While they do not mention specific character names and add a detail about a nun looking at a boy (not in the model events), they accurately and specifically recall most of the key moments in correct order.",95,85
137,106,A,Post,Q18,Recall,Short,Mad Max,"There was a chase of a car caravan. People were attacking the caravan and bald white painted people were defending by jumping onto the cars and sacrificing themselves. The main character was a woman. Another man was strapped to the front of the car for some reason. I think they were attacking the truck because of the ""water wars"".","The participant accurately recalls the car chase, the attackers, the defenders (War Boys), their self-sacrifice, and the main character being a woman (Furiosa), which covers events 1-4, 5-7, and 8. They also mention a man strapped to the front of a car, which, while not a model event, does not detract from the accurate recall of the main action. The only missing detail is the explicit mention of the Buzzards and the full sequence of the suicide attack, but overall recall is strong.",95,80
15,106,A,Post,Q13,Recall,Long,The Town,"Three robbers and an escape driver rob a money transport van as it pulls up to the bank. The robbers shot the armed guard of the transport van. The guard was in the front seat and tried to ""be a hero"" by pulling a gun on the robbers. There is an ensuing car chase with the cops. They escape, switch cars, and set fire to the first car.","The participant accurately recalls the armored truck robbery, the guard resisting and being shot, the ensuing car chase, the car switch, and setting fire to the first car. The response omits the nun disguises and some specific details (e.g., police scanner, gunfire exchange), but the main sequence and key actions are correct and in order.",95,90
1,107,F,Post,Q13,Recall,Long,Abbot Elementary,The guy grabbing the pizza in reality doesn’t like pizza but he is ashamed to admit at first because he doesn’t want to be judged. So he made up a fake pizza place from Baltimore that is extra soggy and what not. His good friend believed him and took a 2/3hour drive to Baltimore so he can get his best friend a pizza he missed so much  but in reality it was all a lie,"The response captures Gregory's lie about liking pizza, the invention of Baltimore-style pizza, and Jacob's effort to get the pizza. It also notes Gregory's shame and desire to avoid judgment. However, it misses the group confrontation, Gregory's admission, the coworkers' dramatic reactions, and the teasing, so several key events are not recalled.",90,60
148,107,F,Post,Q18,Recall,Short,Mad Max,"I can’t recollect characters names off the top of my head. But the pale guys are traveling with fuel/supplies to take back to their main city. And then all of a sudden bandits came out of no where and tried taking over their convoy. There was a lot of action such as speeding, shooting and explosions.","The participant recalls the general context (pale War Boys, convoy, bandit attack, action, explosions), but misses key specifics such as the suicide attack, the War Boy's sacrifice, and Furiosa's direct actions. The response is accurate for the broad setup but lacks detail and specificity for most model events.",90,40
45,108,E,Post,Q13,Recall,Short,Abbot Elementary,"The coworkers were trying to get him to eat pizza, even offering some from 2 different places, one he once claimed he liked but discovered that he lied about liking it and is actually a very picky eater. Then he said that's why he does not like to tell people about his eating habits because they often have harsh reactions.","The participant accurately recalls that Gregory's coworkers tried to get him to eat pizza, including the special pizza he claimed to like, and that he admitted to being a picky eater who hides this due to harsh reactions. The response covers the main confession, the coworkers' efforts, and Gregory's reasoning, but omits specific details such as Mr. Johnson's reaction, the Lady Gaga joke, and the sequence of the group testing him about other foods.",95,80
106,108,E,Post,Q18,Recall,Long,Mad Max,"In this scene, the main character was tied to a car to be someone's blood bank because it looked like they were dying, but they wanted to die trying to protect their group. In this scene, the group was running after one of their cars that changed route course to help protect them from invaders but also to stop them from escaping into other territory.","The participant mentions the main character being used as a blood bank and a group chasing after a car that changed course, which loosely connects to the War Rig's escape. However, there is no mention of the Buzzards, the battle, the War Boys' actions, or the suicide attack, and the details are vague and not specific to the key moment.",90,15
2,109,F,Post,Q13,Recall,Long,Abbot Elementary,"Greg, Jacob and staff were having lunch in the break room and the group started talking about pizza and decided that they should have a pizza contest where everyone brings their favorite pizza for others to try. When asked, Greg stated that he likes Baltimore style pizza and the group asked him about Baltimore style pizza where he answered it is like wet pizza.","The participant recalls the lunch setting, Gregory's claim about Baltimore-style pizza, and the description of it as wet. However, they incorrectly introduce a pizza contest and do not mention the confrontation, Gregory's confession, the coworkers' reactions, or the aftermath, missing most of the key moments.",85,40
149,109,F,Post,Q18,Recall,Short,Mad Max,The scene took place in the sand dessert where war rigs and crews were attempting to destroy one another and Furiosa was driving the war rig and one of her bandits jumped onto another war rig and detonated an explosive. They celebrated as they screamed and yelled while pumping their fists in the air.,"The participant recalls the desert battle, Furiosa driving the War Rig, a War Boy jumping onto another vehicle and detonating an explosive, and the subsequent celebration. While the response omits some details (Buzzards, specific tactics, chaos), it covers the main action and the suicide attack with correct ordering.",90,75
121,111,D,Post,Q18,Recall,Short,Abbot Elementary,"The man holding a the pizza is a very picky eater. He claims that he does not like pizza. His co-worker ordered a special type of pizza that he thinks the he will like ""extra wet from Baltimore"" in an attempt to convince him to eat pizza. He refuses to eat the pizza and the scene ends with the group of teachers talking about their favorite foods. The picky eater disagrees with all of their food affinities.","The response captures the core of the scene: Gregory is a picky eater, does not like pizza, and Jacob brings in a special Baltimore-style pizza to try to get him to eat. It also notes the group discussing favorite foods and Gregory disagreeing. However, it misses the dramatic group reactions, Mr. Johnson's mop drop, the Lady Gaga joke, and the detail that Gregory lied to fit in.",90,70
27,111,D,Post,Q13,Recall,Long,The Town,"A group of bank robbers dressed up in nun costumes and in masks pictured above. They attempted to rob an armored truck. However, one of the robbers ended up shooting the driver of the truck and wounding him. The robbery was compromised and a police chase ensued. The group of robbers were in a shoot-out with multiple policemen. They ended up being chased over a bridge. The chase ended when they switched cars, ditched their disguises and set fire to the getaway car. A lone policemen ""possibly"" saw them at the very end of the chase scenes.","The participant accurately recalls the nun disguises, the armored truck ambush, a guard being shot and wounded, the police chase, shootout, car switch, and burning the getaway car. Some details (bridge, lone policeman) are not in the model events, but the main sequence and specifics are well covered.",95,90
4,113,F,Post,Q13,Recall,Long,Abbot Elementary,"Gregory Eddie had confessed that he liked his pizza wet, soggy and Jacob Hill went on a 2 hour drive to get that particular pizza. When he presented it to Gregory, Gregory appeared to be repulsed by the pizza.From his reaction, it appeared that he had no idea what this type of pizza looked like or tasted even.","The participant recalls that Jacob went out of his way to get the Baltimore-style pizza and that Gregory was repulsed by it, indicating he was lying about liking it. However, the response misses the group confrontation, Gregory’s confession about being a picky eater, the dramatic and comedic reactions, and the subsequent teasing and fallout. The answer is focused on the pizza reveal but lacks most of the key moment’s events.",85,40
151,113,F,Post,Q18,Recall,Short,Mad Max,"This is the confrontation between Imperator Furiosa and  Immortan Joe after Furiosa has led  a brazen escape with Joe's five wives. They try to escape but the warlord catches up with them, and a mighty battle ensues. They survive the battle due to the armored truck that provides them with protection.","The participant confuses this event with a later confrontation involving Immortan Joe and the wives, which is not part of the modeled key moment. They do mention a battle and an armored truck, which loosely aligns with the War Rig and the general idea of a fight, but there is no mention of the Buzzards, War Boys, or the suicide attack, and the details are mostly inaccurate.",90,20
85,114,C,Post,Q18,Recall,Long,Abbot Elementary,"The one character I believe his name is Greg was embarrassed because he doesn’t like pizza. They were in their lunch room during break discuss discussing who liked what pizza and he told him a facetious place in a certain area and his best friend drove there to get it and when it came, he clean he doesn’t","The response identifies Gregory's embarrassment, the lunchroom setting, the invented pizza place, and Jacob's effort to get the pizza. However, it is incomplete and cuts off before describing Gregory's admission or the group's reaction, missing much of the sequence and specific group responses.",90,60
72,114,C,Post,Q13,Recall,Short,The Town,"It was a heist at a bank and they put the mask on. That’s mostly what I remember I believe they were trying to get away and had to blow up a vehicle. it was called the town and honestly, it did not leave a big impression. I was a little bit bored.it was in Boston not sure why they criminals were robbing bank and not by so much giolenc.","The participant recalls the bank heist, the use of masks, and the destruction of a vehicle, which aligns with the robbers putting on nun masks, robbing the bank, and burning the minivan. However, the response lacks detail and omits most of the sequence, including the armored truck, the police chase, and the shootout, resulting in a low recall score.",95,35
122,115,D,Post,Q18,Recall,Short,Abbot Elementary,"They teachers are in a teachers lounge sharing pizza. They talk about how it’s the best. One teacher gives another teacher pizza from a specific place in Baltimore, causing that teacher to confess he doesn’t like pizza and he hates bringing it up because people judge him too harshly, like it’s a personal insult to them.","The participant recalls the teachers sharing pizza, the Baltimore-style pizza, Gregory's confession, and his discomfort about being judged. However, the response omits the group’s exaggerated reactions, the sequence of testing Gregory on other foods, Mr. Johnson's reaction, and the Lady Gaga joke, resulting in a moderately high but not perfect score.",90,75
28,115,D,Post,Q13,Recall,Long,The Town,Robbery of an armored vehicle as it pulled up to a bank. They ended up shooting one of the guards and a high speed chase followed. There were a lot of fender benders and shooting in the street. They escaped by making it across a key bridge. They were spotted by a cop who then ignored them. They then set fire to the car.,"The response covers the armored truck robbery, a guard being shot, the high-speed chase, gunfire, and setting the car on fire. However, it omits the nun disguises and some specifics about the sequence (e.g., switching to a second car is only implied), and includes some inaccurate details (cop ignoring them, bridge) not in the model events.",90,80
0,116,A,Post,Q13,Recall,Long,Abbot Elementary,The black male actor lied about liking pizza and said he would only eat a certain type which he thought didn’t exist. He described it as wet. The white male actor drove to the city where the pizza is and brought it to the other actor to eat because he said it was his favorite kind of pizza. Gregory does not like pizza and is very specific about the foods he eats. His co worker brought the pizza as a friend to him at work so he could enjoy the pizza while the other co workers ate different varieties of pizza,"The participant accurately recalls Gregory lying about liking pizza, inventing a specific type (Baltimore-style, described as wet), and Jacob going out of his way to get it. They also mention Gregory being a picky eater and the coworkers eating pizza together. However, they omit the dramatic group reaction, Gregory's confession under pressure, the teasing, and the aftermath, so some key moments are missing.",90,70
