respondent,group,questionnaire,question_code,question,format,title,response
79,E,Post,Q13,Recall,Short,Abbot Elementary,Everyone in the break room was eating pizza. The guy on the left picked Gregory up a special pizza thinking he would eat it finally. The guy on the right picked up the pizza pretending to go and eat it then came clean and told everyone he doesn't like pizza. Everyone reacted dramatically to him not liking pizza.
80,E,Post,Q13,Recall,Short,Abbot Elementary,In this scene I believe the character was explain how he does not like a certain meal and the other characters were very shocked. I remember some of the characters were disappointed in the main characters opinions on not liking certain foods. I remember the white male character speaking most of the time. I believe in the end Gregory decides to skip out on the pizza.
84,E,Post,Q13,Recall,Short,Abbot Elementary,"Gregory admits he likes pizza, and proceeds to grab a piece of pizza with full intent to at it and full intent to consume it in it's entirety and defy any doubt that he likes pizza and dispel any earlier impressions to all concerned and present company, as he selects the slice with much delicacy. He looks on it with much desire."
86,E,Post,Q13,Recall,Short,Abbot Elementary,"They were giving the guy a hard time about not liking pizza. They then went on to talk about more eating habits, and why he didn’t bring that up to people ever. they made a big deal about it after that I don’t really remember much about what happened. He seemed to be very emotional about it, and they all started asking him a bunch of questions."
9,E,Post,Q13,Recall,Short,Abbot Elementary,They were talking about pizza and how he didn't like the type of pizza. They were in the break room during this time. He threw away the pizza and that's all I remember. They were all sitting together and one character couldn't believe that he didn't like the pizza.....................................
97,E,Post,Q13,Recall,Short,Abbot Elementary,The character touching the pizza above was admitting to his work peers that he does not like pizza. He was basically forced to admit this or eat the gross wet pizza. They had gone out of their way to get it for him after I guess he lied and said it was his favorite to avoid detection as a pizza hater.
6,C,Post,Q18,Recall,Short,Abbot Elementary,"It was an episode of Abbot elementary where the main plot was about one of the teachers, Janine teaching the students how to step. This is made more complicated by the principal of the school taking an interest in her class and eventually taking it over. They eventually resolve their issues. With Janine realizing that she was judging and the principal becomes more responsible. There was also a subplot of the teacher bizarrely not like pizza and being a picky eater"
102,D,Post,Q18,Recall,Short,Abbot Elementary,Jacob brought pizza in from various neighborhoods and what he thought was a favorite pizza place of Gregorys.  The other teachers loved the pizza and chose their favorites.  Everyone was shocked to learn Gregory do not like pizza.  He thinks it is weird.  He described it as crunchy and wet.  It is learned he is a picky eater.
111,D,Post,Q18,Recall,Short,Abbot Elementary,"The man holding a the pizza is a very picky eater. He claims that he does not like pizza. His co-worker ordered a special type of pizza that he thinks the he will like ""extra wet from Baltimore"" in an attempt to convince him to eat pizza. He refuses to eat the pizza and the scene ends with the group of teachers talking about their favorite foods. The picky eater disagrees with all of their food affinities."
115,D,Post,Q18,Recall,Short,Abbot Elementary,"They teachers are in a teachers lounge sharing pizza. They talk about how it’s the best. One teacher gives another teacher pizza from a specific place in Baltimore, causing that teacher to confess he doesn’t like pizza and he hates bringing it up because people judge him too harshly, like it’s a personal insult to them."
19,D,Post,Q18,Recall,Short,Abbot Elementary,"The younger guy brought in pizza for the teachers, and shared that he went to great lengths to get the type of pizza he thought Gregory likes. Gregory shared with the others that he doesn’t like pizza, after trying to hide that fact from them for a long time. They berated him for it, and he stood by his opinion."
35,D,Post,Q18,Recall,Short,Abbot Elementary,"I wasn’t able to get this far in the session. They were having technical difficulties trying to set up my equipment, so I was only able to see the first show or a movie which was the town because I seem part of that or maybe it was part one that made a very familiar so that’s how I remember that, but I was unable to make it to this part of the session due totechnical difficulties"
4,D,Post,Q18,Recall,Short,Abbot Elementary,Sorry but i really cannot remember the scene.  Gregory and Chris were discussing pizza and Gregory saying he did not like it but then was pursuaded into admitting that he really did... or something like that. But I may be confusing it with another episode i have seen since where everyone is eating donuts and discover they are from last school year.  But I am not sure
46,D,Post,Q18,Recall,Short,Abbot Elementary,The teachers were at a lunch break and they were all eating pizza. One teacher wasn’t eating pizza and he said it’s because he only likes pizza from where he is from. Another teacher who is sucking up to the other teacher said he went all the way to get that teacher the pizza from where he is from. The teacher finally confessed he hates pizza and everyone ridiculed him.
51,D,Post,Q18,Recall,Short,Abbot Elementary,"they were arguing about something delaing with lunch. The black guy was telling them what pizza he liked and the white guy, knowing this, had already bought his favorite pizza. But the black guy didn't want it after all. It was a boring scene. They were all talking about lunch for some reason. It seemed very unnatural and not funny. The acting was forced."
66,D,Post,Q18,Recall,Short,Abbot Elementary,"Pizza was being eaten in the teacher's lounge. They were trying to get one of the teachers to eat pizza. He doesn't like pizza, so a debate was happening about pizza. The teacher explains why he doesn't like pizza. The others are explaining where the pizza was from. The piece he was doing to try was all soggy"
67,D,Post,Q18,Recall,Short,Abbot Elementary,"After finding out that Gregory only likes a specific pizza, his co-worker was trying to be a great colleague by going to that certain restaurant to pick-up pizza for Gregory. Once he arrives at the teacher's lounge/cafeteria with the pizza, Gregory finally admits that does not like or eat pizza at all."
68,D,Post,Q18,Recall,Short,Abbot Elementary,"The man on the right side of the photo was on a lunch break with the rest of the teachers. Everyone was eating pizza, except him. He tried taking slices and making excuses for why he wouldn’t eat the pizza, which led him to entirely confess that he strongly dislikes pizza. The two women in the room, as well as the man on the left side of the photo, all asked him why he didn’t like pizza. This became a small, playful argument that made the pizza disliked so uncomfortable that he wound up slinking out of the room."
72,D,Post,Q18,Recall,Short,Abbot Elementary,The Abbott crew is eating pizza in the lunchroom. Gregory walks in and Jacob bring him a pizza that he drove two hours to get. It was a special pie that Gregory said was the only pizza he liked. Gregory tries to grab it but looks disgusted and ultimately confesses he just doesn’t like pizza. Everyone is horrified.
76,D,Post,Q18,Recall,Short,Abbot Elementary,The guy sitting watching the guy grabbing the pizza had went out and grabbed pizza for everyone in the room but remembered that his friend grabbing the pizza only liked a certain type of pizza so he went out of his way to get what he liked and to find out the guy just really didn’t like any type of pizza so he said a pizza place that was far away never thinking someone would actually bring that pizza and catch him lying about liking pizza and have the truth come out that he didn’t like any pizza
91,D,Post,Q18,Recall,Short,Abbot Elementary,The black guy did not like pizza. He told his friend he did not like pizza. But his friend kept on pushing and pushing to try it. But he reluctantly tried it to placate the other guy. Still he did not like it.  He just finally had to say no. There was some tension. But they are fiends so no big deal.
92,D,Post,Q18,Recall,Short,Abbot Elementary,The actor opposite the main actor offered him Pizza and then the other guy refused to take it so the actor offering the pizza made fun of him for not liking it. It wasn't really funny to me at all. I mean I really couldn't get into it because the comedy just wasn't appealing to me. I would have rather watch something else
94,D,Post,Q18,Recall,Short,Abbot Elementary,What happened in the scene was the teacher went out his way to buy Gregory a pizza from his hometown. He said he drove hours to get the pizza to him. And he doesn’t like pizza. And Gregory felt awkward confuse. And the teacher was dumbfounded. he said I just don’t know what it is. I don’t like pizza.
102,D,Survey,E16,Enjoyment,Short,Abbot Elementary,The video made me feel a extreme amount of laughter.
2,D,Survey,E16,Enjoyment,Short,Abbot Elementary,It was kinda funny.
4,D,Survey,E16,Enjoyment,Short,Abbot Elementary,entertained and worth watching
46,D,Survey,E16,Enjoyment,Short,Abbot Elementary,"entertained, it was funny"
68,D,Survey,E16,Enjoyment,Short,Abbot Elementary,I felt the emotions shown in the clip: second-hand embarrassment and surprise
72,D,Survey,E16,Enjoyment,Short,Abbot Elementary,made me smile and chuckle; felt happy.
91,D,Survey,E16,Enjoyment,Short,Abbot Elementary,The characters were relatable
92,D,Survey,E16,Enjoyment,Short,Abbot Elementary,It made me feel hungry and thrown off a bit. Like I wasn't expecting that.
94,D,Survey,E16,Enjoyment,Short,Abbot Elementary,funny/happy
100,E,Survey,E16,Enjoyment,Short,Abbot Elementary,giddy and humored
20,E,Survey,E16,Enjoyment,Short,Abbot Elementary,grossed when the slice of pizza was held up
36,E,Survey,E16,Enjoyment,Short,Abbot Elementary,"it was very entertaining , and funny."
69,E,Survey,E16,Enjoyment,Short,Abbot Elementary,for one I liked 2 of  the characters. I was questioning why the young man did not like pizza
79,E,Survey,E16,Enjoyment,Short,Abbot Elementary,hungry
102,D,Survey,E21,Enjoyment,Short,Abbot Elementary,C
111,D,Survey,E21,Enjoyment,Short,Abbot Elementary,E
115,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
19,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
2,D,Survey,E21,Enjoyment,Short,Abbot Elementary,D
4,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
46,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
51,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
66,D,Survey,E21,Enjoyment,Short,Abbot Elementary,E
67,D,Survey,E21,Enjoyment,Short,Abbot Elementary,C
68,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
72,D,Survey,E21,Enjoyment,Short,Abbot Elementary,E
76,D,Survey,E21,Enjoyment,Short,Abbot Elementary,D
91,D,Survey,E21,Enjoyment,Short,Abbot Elementary,E
92,D,Survey,E21,Enjoyment,Short,Abbot Elementary,A
94,D,Survey,E21,Enjoyment,Short,Abbot Elementary,D
100,E,Survey,E21,Enjoyment,Short,Abbot Elementary,D
108,E,Survey,E21,Enjoyment,Short,Abbot Elementary,D
20,E,Survey,E21,Enjoyment,Short,Abbot Elementary,C
36,E,Survey,E21,Enjoyment,Short,Abbot Elementary,B
40,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
49,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
69,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
74,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
79,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
80,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
84,E,Survey,E21,Enjoyment,Short,Abbot Elementary,D
86,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
9,E,Survey,E21,Enjoyment,Short,Abbot Elementary,D
97,E,Survey,E21,Enjoyment,Short,Abbot Elementary,A
102,D,Survey,E22,Enjoyment,Short,Abbot Elementary,I enjoyed C because it convinced me to root for the underdog.  Plus it was a funny dance routine.
111,D,Survey,E22,Enjoyment,Short,Abbot Elementary,Schitt's Creek is my favorite show of the five clips. I loved watching it and it reminds me of an enjoyable time in my life.
115,D,Survey,E22,Enjoyment,Short,Abbot Elementary,It was the funniest.
19,D,Survey,E22,Enjoyment,Short,Abbot Elementary,"I love The Office, and find this episode and this scene particularly hilarious. This clip is so great -- there are so many great moments in one short stretch of time."
2,D,Survey,E22,Enjoyment,Short,Abbot Elementary,Ive watched the office before. And i think its hilarious.
4,D,Survey,E22,Enjoyment,Short,Abbot Elementary,irreverent show that always entertained. E was close 2nd
46,D,Survey,E22,Enjoyment,Short,Abbot Elementary,I enjoyed the clip from the Office the most because it was the most hilarious clip and the characters are my favorite. It is the only clip that made me laugh out loud.
51,D,Survey,E22,Enjoyment,Short,Abbot Elementary,"Funny, good characters, I'm familiar with the show"
66,D,Survey,E22,Enjoyment,Short,Abbot Elementary,"Schitts's Creek is a crazy ridiculous show, but entertaining. I watched the whole series"
67,D,Survey,E22,Enjoyment,Short,Abbot Elementary,The apprehension of the group only to be rewarded with applause.
68,D,Survey,E22,Enjoyment,Short,Abbot Elementary,"I enjoyed the random bouts of comedy throughout the short video. There were quite a few parts that made me giggle or almost laugh, and it kept my interest."
72,D,Survey,E22,Enjoyment,Short,Abbot Elementary,This whole series was excellent and brought me and my family joy. This was a favorite epic episode. Loved.
76,D,Survey,E22,Enjoyment,Short,Abbot Elementary,I like the characters from The Big Bang especially Sheldon
91,D,Survey,E22,Enjoyment,Short,Abbot Elementary,I like the actors are quirky
92,D,Survey,E22,Enjoyment,Short,Abbot Elementary,It's original comedy and its not predictable.
94,D,Survey,E22,Enjoyment,Short,Abbot Elementary,"It was supposed to be a romantic outing,but he wasnt excited or thrilled. so he was pointing out everything she was trying to do. she got him comfortable pleased him with his favorite drink and food like his mom would. the character has mommy issues/girlfriend is jealous. i like it because it was dry humor but very entertaining."
100,E,Survey,E22,Enjoyment,Short,Abbot Elementary,"I just love The Big Bang Theory. It's a show I watch with my family so it brings up fond memories. The show never fails to make me laugh, and Sheldon is my favorite character."
108,E,Survey,E22,Enjoyment,Short,Abbot Elementary,I enjoyed this clip the most because it had a good amount of context and jokes for me to get hooked on in a couple minutes.
20,E,Survey,E22,Enjoyment,Short,Abbot Elementary,the clip was funny to watch them dance in front of people
36,E,Survey,E22,Enjoyment,Short,Abbot Elementary,"I am a big fan of \this show, \i been watching Sherly Lee Ralph since her broadways days. I think the guy that played Everyone Hates Chris- is great to watch. Need I add its a top watch."
40,E,Survey,E22,Enjoyment,Short,Abbot Elementary,It was funny - \i love silence of the lambs to the reference to the movie was funny. it was also amusing when they all started dancing.
49,E,Survey,E22,Enjoyment,Short,Abbot Elementary,It was quite funny and related to a past job
69,E,Survey,E22,Enjoyment,Short,Abbot Elementary,I was curious to know why he did  not tell his coworkers that he did not like pizza. I have never came across anyone that did not like pizza. Also I enjoy watching the young man
74,E,Survey,E22,Enjoyment,Short,Abbot Elementary,it was the most humorous
79,E,Survey,E22,Enjoyment,Short,Abbot Elementary,It made me laugh the most
80,E,Survey,E22,Enjoyment,Short,Abbot Elementary,I really like the series this clip is from and I found it the most entertaining.
84,E,Survey,E22,Enjoyment,Short,Abbot Elementary,it was witty and sassy a the same time . I would like to see more.
86,E,Survey,E22,Enjoyment,Short,Abbot Elementary,I have seen it before and it always makes me laugh.
9,E,Survey,E22,Enjoyment,Short,Abbot Elementary,it was my kind of humor.  It was funny and cute
97,E,Survey,E22,Enjoyment,Short,Abbot Elementary,This scene is funny no matter how often I've seen it. Surprising and new.
104,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Nothing really helped my understanding because I didn't understand it to begin with.
106,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,The suspense and excitement kept my attention and help me understand what was going on.
116,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Having seen clip previously helped my understanding and seeing mad max movies
14,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"Being well rested and not being distracted. The tone, quality, and voice was very clear."
3,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Afterwards I had to go back and read the premise of the movie again and the other movies part of the franchise to understand the whole story.
52,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"Paying close attention to who was who's enemy/friend. Without watching the entirety from the beginning, I can see how that may be somewhat confusing."
55,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,It was the overall action scenes that helped me understand what was happening. It was the switch between scenes that gave me an idea of what was happening and how I could make a better inference of what was happening in the scene.
8,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"I think the length of the clip helped. However, i didn't understand the motivations behind the chase. I gathered from the makeup who the ""bad guys"" were."
81,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Nothing in particular. I understood it by watching it but it was a lot of commotion so I couldn’t remember details about this scene.
83,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,It seemed that the blood drinkers eventually destroyed the spike vehicles that posed an even greater threat to Furiosa
98,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"The distinctive nature of the silver spray paint scene, the distinctive looking vehicles with spikes and other weapons, and the exciting nature of the scene."
99,A,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"I remember seeing parts of the film before, so I managed to piece together a little bit of information."
107,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Well all the action scenes that were portrayed with great emotion and the music in the back ground helped as well
109,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,The emotions and excitement of the characters. Furiosa and her bandits were excited
11,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Nothing helped for this scene. I just remember them driving the cars and the explosions
113,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"I remember watching the movie when it was released a few years ago. And the actress, Charlize Theron is one of my favorites."
117,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"It was very action packed so my eyes were glued to the screen, but I was also trying to figure out what was even going on."
17,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"I understood what was happening due to the clear imagery of the scene, but it was hard to figure out at first because there wasn't a lot of dialogue and the scene was not one that is typical of our world or daily lives."
41,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,it was very clear what was happening and it was very intense. I even thought for a second they would crash so I was really paying attention. There was a lot of action a lot of movements and I was trying to follow along.
42,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"It was a simple car chase so even with the given context, it wasn’t too hard to understand."
44,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,You see him explode immediately after making contact and the entire crew cheers him on afterwards.
50,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,The scene was cut fast. There was a lot of movement from the protagonist to the antagonists. There was a lot of action. But it was clear that a battle was going on for supremacy.
60,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,Just having earlier knowlegde of Mad Max movies. Mad Max has been around for a long time
70,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,NOTHING IT WAS BORING .  I DID NOT FIND THE MOVIE INTERESTING. I WILL NOT WATCH IT AGAIN EVER.
85,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,I remember the desert landscape and this being from mad max. I remember the white face men.
96,F,Post,Q20-1,ComprehensionHelp,Short,Mad Max,"I have seen this movie previously, so I knew what was happening already"
104,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,More context. It just seemed like an ultra violent scene for the sake of ultra violence and I didn't understand why and what was happening
106,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,"A longer clip would provide more context. Why were they running away, what were they protecting, who was the man, etc"
116,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,It would have helped my understanding to watch the clip longer. Possibly more of the clip in the beginning and more of the clip at the end.
3,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,I forgot the context of the movie who furiousa and the guy were and why the 2 different groups were trying to kill each other.
52,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,"Watching the movie in full from the very beginning. I never seen the original Mad Max, and this one looks fantastic. Great effects!"
55,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,I felt like the scene was moving so fast with all the action that it was hard for me to tell what was happening in the scene. I felt like some of scenes should have happened a little slower or even in slow motion. So that way I could tell what was happening besides the action packed scenes.
8,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,"The plot was not very easy to follow. There was very little or no dialogue between the characters. Furthermore, I was not very invested in the characters."
81,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,Nothing in particular. I understood it by watching it but it was a lot of commotion so I couldn’t remember details about this scene.
83,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,It was really unclear as to why the blood drinkers were pursuing Furiosa and her rig
99,A,Post,Q20-1,ComprehensionImprove,Short,Mad Max,Having more context to the scene. I was a bit confused as to why they were getting chased and who was chasing the rig.
11,F,Post,Q20-1,ComprehensionImprove,Short,Mad Max,Maybe having more diologe between the character s and probably watching the whole movie that way I was not lost and knew what was going on. There was just way too much action for me
117,F,Post,Q20-1,ComprehensionImprove,Short,Mad Max,"If I knew what was happening, such as what the creatures were, names, what the rig was, and if this was even taking place on Earth."
42,F,Post,Q20-1,ComprehensionImprove,Short,Mad Max,"The scene was kind of in the middle of something thrilling so I didn’t really get what was going on in terms of context, so I guess just more background information might’ve helped."
60,F,Post,Q20-1,ComprehensionImprove,Short,Mad Max,I think seeing the entire movie would help in that area. It is one of the Mad Max movies and in someways a clip for one is similar to a clip from another.
70,F,Post,Q20-1,ComprehensionImprove,Short,Mad Max,NOTHING. I DO NOT WANT TO WATCH IT AGAIN  BOORRING. I HATE EXPLOSIVES AND THE DESERT.  NOT MY CUP OF TEA.
85,F,Post,Q20-1,ComprehensionImprove,Short,Mad Max,I felt I was tired and tuned out during this scene due to the high action.
104,A,Post,Q18,Recall,Short,Mad Max,They were fighting other people in the deserts of Australia and I wasn't sure who was the good guy in the bad guy but everybody was driving with vehicles that had mysterious in strange weapons and people were getting run off the road. It was a remake from the original movie that I saw but I never saw this one and I remember I might want to watch it.
106,A,Post,Q18,Recall,Short,Mad Max,"There was a chase of a car caravan. People were attacking the caravan and bald white painted people were defending by jumping onto the cars and sacrificing themselves. The main character was a woman. Another man was strapped to the front of the car for some reason. I think they were attacking the truck because of the ""water wars""."
116,A,Post,Q18,Recall,Short,Mad Max,This is a high speed chase scene from the movie mad max furry road. The actor jumps from his vehicle with his spears and kills the actor driving the car. The man who is chained to the car is not injuried. Furiosa and her crew successfully protect their rig and drive away. This is what I can remember about the scene.
14,A,Post,Q18,Recall,Short,Mad Max,"In this post apocalyptical wasteland fuel and machines are instruments of war between waring factions. The buzzards control their area and lay traps for would be passers by. A fight of spikes, motocross, and hamade lance bombs ensues. The rig driver Furiosa is extremely competent and seriously capable to multitask defense with driving."
3,A,Post,Q18,Recall,Short,Mad Max,"The two different groups were fighting each other. The group in the back had someone hostage and were trying to take down the big truck group in the front. The character jumping with the arrows had gotten shot with arrows so was already dying, so risked their life and was successful at blowing up another car/group that was trying to attack."
52,A,Post,Q18,Recall,Short,Mad Max,"The man in the air holding the 2 spears was about to blow up the car below him, knowing he'd be killed for the success of his team/people. This scene was really exciting. Many quick kills. So much happening at once. Thrilling! I've never seen this movie in full, but I will in the near future. Thanks for the suggestion!"
55,A,Post,Q18,Recall,Short,Mad Max,This was a scene that showed many post-apocalyptic people and vehicles in a chase to catch up with one another to kill their enemies. It was filled with spiked vehicles and weaponized vehicles that were used to chase and kill one another. The main character who is the woman in charge was trying to save her friend from being slaughtered by these monsters.
8,A,Post,Q18,Recall,Short,Mad Max,There was a man who was on a vehicle and the other characters were attempting to eject him from it. I believe the man in the mask was Tom hardy. There were flame throwers and guns blazing as they sped through the desert. There were lots of explosions. Charlize Theron was in the film. There was a spiked vehicle.
81,A,Post,Q18,Recall,Short,Mad Max,I honestly can’t recall. I do recall that  there was some people chasing another group of people and they are in a shoot out. A guy kills himself trying to kill the other group of people. He succeeded in killing a few peoples when he let off the bombs as he jumped at them. That’s all I can recall honestly.
83,A,Post,Q18,Recall,Short,Mad Max,The guys who tied Mad Max to the pole on the front of their car were trying to blow up the vehicles with the spikes because the spiked vehicles were trying to kill them This was one of the last scenes in a long chase scene where several spiked vehicles as well as many of the captors' vehicles had been destroyed.
98,A,Post,Q18,Recall,Short,Mad Max,"The tanker truck full of gas is ambushed by a roaming group of marauders who attack their convoy with vehicles armed with spikes, bombs and other weapons. The marauders have a hostage from the original tanker convoy strapped to the front of their car. The truck convoy manages to fight off the group of marauders. In this particular scene, one of them (unclear which side) sprays his mouth with silver spray paint then jumps off the truck with two bombs onto one of the marauders."
99,A,Post,Q18,Recall,Short,Mad Max,"There is a chase scene involving Furiosa's crew trying to protect the rig and another group of people. Some of the crew are killed, and there are lots of explosions as they protect the rig. One of Furiosa's men gets hit with an arrow, and it pierces his body and part of his neck. He sprays some silver liquid and it heals him. He then sacrifices himself by jumping on one of the other group's car, resulting in an explosion. Everyone cheers."
107,F,Post,Q18,Recall,Short,Mad Max,"I can’t recollect characters names off the top of my head. But the pale guys are traveling with fuel/supplies to take back to their main city. And then all of a sudden bandits came out of no where and tried taking over their convoy. There was a lot of action such as speeding, shooting and explosions."
109,F,Post,Q18,Recall,Short,Mad Max,The scene took place in the sand dessert where war rigs and crews were attempting to destroy one another and Furiosa was driving the war rig and one of her bandits jumped onto another war rig and detonated an explosive. They celebrated as they screamed and yelled while pumping their fists in the air.
11,F,Post,Q18,Recall,Short,Mad Max,To be honest I don’t remember to much. They were driving in a car and a bunch of other people were driving beside them and trying to kill someone I think. It wasn’t too clear there was not a lot of diologe in the scene. It was mainly just a lot of explosions and racing scenes. I didn’t find it enjoyable and can’t remember particular details
113,F,Post,Q18,Recall,Short,Mad Max,"This is the confrontation between Imperator Furiosa and  Immortan Joe after Furiosa has led  a brazen escape with Joe's five wives. They try to escape but the warlord catches up with them, and a mighty battle ensues. They survive the battle due to the armored truck that provides them with protection."
117,F,Post,Q18,Recall,Short,Mad Max,"They were driving these Arena war trucks and cars in the middle of the desert. Then they were ambushed by these non-human creatures, and they had to defend their truck from multiple cars. There were a lot of cannon shots and explosives. There was also a guy strapped to one of the enemy's cars, possibly a hostage, had that the main truck was trying to save as he was a human."
17,F,Post,Q18,Recall,Short,Mad Max,"The scene was a post-apocalyptic car chase through the desert. A bunch of scavenger-like characters were chasing the main character, and they also had a man hostage who the main character seemed to know. Lots of crashing and explosions and spears and cars made out of random salvaged items. There was a lot going on in this scene."
41,F,Post,Q18,Recall,Short,Mad Max,"I remember the woman Furiosa speeding anddriving and everyone else fighting off everyone who was chasing them, including the guy in the passenger seat.They were driving at high speed. It was getting violent. They were fighting back. There was a lot of excitement, a lot of action and intensity. I remember they had someone hostage and everyone was fighting back against each other. It was definitely a nailbiter."
42,F,Post,Q18,Recall,Short,Mad Max,"It looked like there’s some sort of chase going on between two factions and there was a lady driving one of the cars who I guess was in charge of the one faction and there were these other humanoid things involved. In the chasing faction, there was a man tied to the front of a car, and the people being pursued were blowing up some of the cars in pursuit, and at one point some guy jumped from the main truck and sacrificed himself to blow up another car, after eating some white spray paint stuff."
44,F,Post,Q18,Recall,Short,Mad Max,"A bunch of guys are attacking each other in the desert and this guy decides to jump off his car and make the ultimate sacrifice. There's another guy tied to the front of the car watching all this happen and he seems to be a hostage. The sacrificer, explodes right after making contact with the car he's jumping on and takes out the enemy. With his comrades and friends cheering on his sacrifice. Super fun scene, very exciting and action packed."
50,F,Post,Q18,Recall,Short,Mad Max,"Max, a wanderer in post-apocalyptic Australia, is strapped to the front of a war vehicle. He is used as a prop and a source of blood as the War Boys attack a tanker. In this scene, one of the warriors is launching a defense against his attackers. The battle takes place at high speed among various modified vehicles."
60,F,Post,Q18,Recall,Short,Mad Max,"Durinmg the Mad Max race the each group wanted something. In this scene that guy flying through the air was attacking the other group, however it was in a very dramatic way ast he flew off the top of one vehicle to the other. Driving the spears into the challengers. The two gangs are at war with each other,"
70,F,Post,Q18,Recall,Short,Mad Max,"I DO NOT KNOW I DID NOT LIKE MAD MAX MOVIE, SO I DO NOT LIKE THE SCENES.  THEY WERE ALWAYS TRYING TO KILL SOMEONE. Something was always blowing up.
It was boring.  I DO NOT REMEMBER THE CHARACTERS THEY ALWAYS SHOWED SOMETHING BLOWING UP AND THEY WERE IN UGLY VEHICLES WITH UGLY COSTUMES.
I DID NOT LIKE IT AT ALL. NOT MY FAVORITE.  IT IS NOT LIKE THEY SAID THE CHARACTERS NAMES."
85,F,Post,Q18,Recall,Short,Mad Max,"This is from mad max, I have seen the movie before and remember this scene in the movie. I tend to kind of tune out sometimes in high action scenes. This is the guys with white faces who spray themselves in the mouth before they die, I think they are bad guys and were chasing Charlize Theron’s character in the scene."
96,F,Post,Q18,Recall,Short,Mad Max,"In this scene, Furiosa is being chased in her truck by a bunch of people trying to kill her and her men. Simultaneously, Tom Hardy has been kidnapped and is tied to a post on the front of the truck that is seen in this image. The scene flashes back and forth to the different cars driving and trying to get to Furiosa's truck. In this specific picture, the guy who is in the air has been shot with an arrow, so he decides to sacrifice himself to take out the spikey truck in the back of the picture."
104,A,Survey,E16,Enjoyment,Short,Mad Max,anticipation
106,A,Survey,E16,Enjoyment,Short,Mad Max,Excitement
116,A,Survey,E16,Enjoyment,Short,Mad Max,It was very thrilling and exciting
14,A,Survey,E16,Enjoyment,Short,Mad Max,I felt a sense of excitement as the tension was building up and the action unfolded.
3,A,Survey,E16,Enjoyment,Short,Mad Max,stressed
52,A,Survey,E16,Enjoyment,Short,Mad Max,Excited. I've never seen this movie and am definitely looking forward to doing so.
55,A,Survey,E16,Enjoyment,Short,Mad Max,It made me feel excited and very interested to see what the scene of the movie would be.
81,A,Survey,E16,Enjoyment,Short,Mad Max,I felt a rush as they were in action
83,A,Survey,E16,Enjoyment,Short,Mad Max,I felt a little sad watching it.
98,A,Survey,E16,Enjoyment,Short,Mad Max,It was exciting to watch and I like post apocalyptic movies a lot
107,F,Survey,E16,Enjoyment,Short,Mad Max,EXCITED
109,F,Survey,E16,Enjoyment,Short,Mad Max,excited
