id,respondent,group,questionnaire,question_code,question,form,title,response,recall_score,rationale,confidence_score
116,86,E,Post,Q18,Recall,Long,Mad Max,"They were trying to run away and these vehicles. They had a guy strapped to the front and he was injured. There is also a long bit of things that happened before they were all driving in those vehicles and there were animals if I remember correctly or something chasing them, which is why they’re running.",25.0,"The participant recalls an escape attempt, vehicles, and a man strapped to the front (Max), which aligns with some model events. However, the mention of animals is inaccurate, and the response is vague about the sequence and details, resulting in a low but nonzero recall score.",65.0
93,88,C,Post,Q18,Recall,Long,Abbot Elementary,"Previously the character named Gregory said that his favorite type of pizza was Baltimore style, which apparently is ""wet,"" from a pizzeria he named. A colleague named Jacob traveled to Baltimore to purchase a ""wet"" pizza from the named pizzeria so that Gregory could enjoy it. However, Gregory actually does not enjoy pizza and the picture above is a shot of him taking a piece of the ""wet"" pizza with great trepidation/",65.0,"The participant accurately recalls Gregory inventing 'Baltimore-style' pizza, Jacob obtaining the pizza, and Gregory's discomfort with eating it. However, there are some inaccuracies (Jacob did not travel to Baltimore, and the pizzeria was not real), and the response omits several key events, such as the group reactions, Gregory's confession, and the subsequent teasing. The recall is focused on a central plot point but lacks full detail and chronology.",90.0
80,88,C,Post,Q13,Recall,Short,The Town,Jeremy Renner and Ben Affleck were two of the actors that were a part of the scene. The scene is of several bank robbers pulling off a bank job with nun costumes on to hide their identity and large automatic weapons. They are able to steal the money from the bank and try to get away but are corned and then chased by the police with moments of intense action and gunplay. Eventually the bank robbers are able to elude the police and get away with another accomplice in a new vehicle.,70.0,"The participant correctly identifies the actors, the nun costumes, the armed robbery, the police chase, and the switch to a new vehicle, which aligns with many model events (2, 6, 11, 13-19). Some details are generalized and the armored truck is not mentioned, but the overall sequence and key actions are well captured.",92.0
94,89,C,Post,Q18,Recall,Long,Abbot Elementary,Not sure about the scene.  It may have been when the man on the right was pretending that he liked pizza. He said that he liked wet pizza from a specific place in Baltimore or Maryland I think. And then the guy on the left actually drove two hours to pick up his favorite pizza. It ends up the guy in the right really doesn’t like pizza.,50.0,"The participant remembers the main deception about 'wet pizza' and that Gregory does not actually like pizza, as well as Jacob's effort to get the pizza. However, the response is vague, contains some uncertainty, and misses many details about the group dynamics, the pizza competition, and the aftermath of Gregory's confession. The recall is partial and somewhat imprecise.",85.0
81,89,C,Post,Q13,Recall,Short,The Town,"The thieves were all dressed in the same in none like masks and costumes. They were able to corner and armored car and overtake it. They ended up shooting the driver and passenger of the car and stole all of the contents. They had a getaway car waiting however, when they took off cop cars were in pursuit. They then had a second getaway car which they were able to load all of the stolen loot and then they blew up the first getaway car.",85.0,"The participant accurately recalls the disguises (nun masks), the armored car robbery, shooting the guards, stealing the contents, the initial getaway, police pursuit, switching to a second car, and destroying the first getaway car. Some details are slightly generalized (e.g., 'driver and passenger' instead of specifying one guard is shot and the other subdued), but the sequence and major actions are correct.",90.0
104,90,B,Post,Q18,Recall,Long,Mad Max,The Half Life War Boys and their warlord leader are chasing down a rogue imperator  named Furiousa that seems to be transporting the young adult female heir (and potentially others) of the warlord and his hostage mate. The imperator was sent out originally to a place called Gastown to collect/steal fuel and munitions. The scene ends with Furiosa and her rig escaping through an immense dust storm.,,,
67,90,B,Post,Q13,Recall,Short,The Town,"This scene was just as the three characters had donned ""creepy"" nun costumes and exacted the min-van they were in to rob an armored vehicle of cash they were collected from a bank. They at first just threaten the security officer bringing the cash into the the back of the armored vehicle and then knock him down so they can enter the vehicle and steal the cash. The security officer driving the vehicle then exits his spot at the front and points his gun at the theives, but they shoot and kill him.",60.0,"The response accurately recalls the nun disguises, the use of a minivan, the robbery of an armored vehicle, and the confrontation with the guards, including one guard resisting and being shot. There are some inaccuracies (e.g., stating the guard was killed rather than wounded) and missing details about the escape, but the core sequence is present.",85.0
133,91,D,Post,Q18,Recall,Short,Abbot Elementary,The black guy did not like pizza. He told his friend he did not like pizza. But his friend kept on pushing and pushing to try it. But he reluctantly tried it to placate the other guy. Still he did not like it.  He just finally had to say no. There was some tension. But they are fiends so no big deal.,40.0,"The response identifies that Gregory (the 'black guy') does not like pizza and is pressured by a friend to try it, eventually refusing. However, it misses key details such as the invented story about Baltimore-style pizza, the group’s reactions, and the broader context of the staff room scene. The recall is partial and lacks specificity.",85.0
40,91,D,Post,Q13,Recall,Long,The Town,He was robbing a bank with others in a nun mask. He was shooting a guard that tried to get in their way and stop them. He shot him. They then got away but soon the police were chasing them as they traded shots with them. They had many accidents but then switched to another car and they eluded the police.,,,
134,92,D,Post,Q18,Recall,Short,Abbot Elementary,The actor opposite the main actor offered him Pizza and then the other guy refused to take it so the actor offering the pizza made fun of him for not liking it. It wasn't really funny to me at all. I mean I really couldn't get into it because the comedy just wasn't appealing to me. I would have rather watch something else,25.0,"The response notes that one character offers pizza and another refuses, with some teasing, but lacks names, context, and most event details. It does not mention the invented story, group reactions, or the escalation of the scene, and is distracted by the participant's personal opinion.",80.0
41,92,D,Post,Q13,Recall,Long,The Town,A group of friends rob a bank as they were continuing on they noticed a cop watching them. The shooter was hesitant but did not take action as to shoot the police officer as I said they both took a moment to exchange a look towards one another and the individual shooter decides to let the cop live assuming that he wouldn't say anything,,,
135,94,D,Post,Q18,Recall,Short,Abbot Elementary,What happened in the scene was the teacher went out his way to buy Gregory a pizza from his hometown. He said he drove hours to get the pizza to him. And he doesn’t like pizza. And Gregory felt awkward confuse. And the teacher was dumbfounded. he said I just don’t know what it is. I don’t like pizza.,55.0,"The participant accurately recalls that a teacher (Jacob) went out of his way to get Gregory a special pizza and that Gregory does not like pizza, which left the teacher dumbfounded. However, the response lacks detail about the group dynamics, specific reactions from other staff, and the sequence of confessions and teasing that followed. Some emotional nuance is present, but many key events and characters are omitted.",85.0
42,94,D,Post,Q13,Recall,Long,The Town,In this scene the robbers were hopping out with guns and money. They were getting ready to jump in the getaway car. When one of the mask robber looked to the right and there was a police officer. He was working looking out for the construction workers. Not worrying about them. But they all made eye contact with each other. Awkwardly. Like what are we doing? What are we going to do? He turned his head. And a robbers hurried up and put the money in the car and drove off. So he didn’t call it in. And they spared his life. Pretty much,80.0,"The participant accurately recalls the tense standoff between the robbers and the lone police officer (events 45-49), including the eye contact, the officer's decision not to intervene, and the robbers escaping. Some minor details are missing or slightly altered (e.g., the officer's role with construction workers is not in the model), but the core sequence and emotional tone are well captured.",90.0
13,96,F,Post,Q13,Recall,Long,Abbot Elementary,"In this scene, Barbara, Melissa, and Jacob are all sharing their favorite Philly pizza places. Jacob surprised Gregory with a ""Baltimore"" pizza. Jacob had driven to what Gregory had told him was his favorite pizza place to get him a pizza. What Jacob does not know is that Gregory does not like pizza and that is why he has this facial expression because he lied.",65.0,"The participant accurately recalls the main characters (Barbara, Melissa, Jacob, Gregory), the sharing of favorite pizza places, Jacob surprising Gregory with a 'Baltimore' pizza, and Gregory's lie about liking pizza. The response omits some details (e.g., the eat-off, Mr. Johnson's reaction, the extended teasing), but the main sequence and motivations are correct. There is a minor error about Jacob driving to the pizza place, but overall the mapping is clear and mostly accurate.",90.0
161,96,F,Post,Q18,Recall,Short,Mad Max,"In this scene, Furiosa is being chased in her truck by a bunch of people trying to kill her and her men. Simultaneously, Tom Hardy has been kidnapped and is tied to a post on the front of the truck that is seen in this image. The scene flashes back and forth to the different cars driving and trying to get to Furiosa's truck. In this specific picture, the guy who is in the air has been shot with an arrow, so he decides to sacrifice himself to take out the spikey truck in the back of the picture.",70.0,"The participant accurately recalls Furiosa being chased, the attackers, and a character sacrificing himself to destroy an enemy vehicle, which aligns with the model events. There is some added detail about Tom Hardy's character and a minor inaccuracy about being shot with an arrow, but overall the recall is detailed and mostly accurate.",85.0
57,97,E,Post,Q13,Recall,Short,Abbot Elementary,The character touching the pizza above was admitting to his work peers that he does not like pizza. He was basically forced to admit this or eat the gross wet pizza. They had gone out of their way to get it for him after I guess he lied and said it was his favorite to avoid detection as a pizza hater.,80.0,"The participant accurately recalls the main events: Gregory being pressured to admit he doesn't like pizza, the special pizza being brought for him, and his earlier lie to fit in. The response captures the social dynamics and motivation, but omits some details (e.g., specific reactions, names of other teachers, and the sequence of group questioning).",95.0
118,97,E,Post,Q18,Recall,Long,Mad Max,"This was a long long long chase scene where one group was running from their horrible kingdom. The women breeders were escaping with Charlize's help. Meanwhile the soliders from the kingdom were chasing them. The man on the front of the car is a peasant being used as a ""blood bank"" for the soldiers who seem to keep other people's blood to survive. Maybe that is why they are so pale.",55.0,"The response accurately describes the long chase, Furiosa (Charlize) helping the wives escape, and Max being used as a 'blood bank' by the pale War Boys. The participant identifies the main groups and their motivations, but omits specific names, locations, and the detailed sequence of events. The recall is generally accurate but lacks depth and precision.",85.0
146,98,A,Post,Q18,Recall,Short,Mad Max,"The tanker truck full of gas is ambushed by a roaming group of marauders who attack their convoy with vehicles armed with spikes, bombs and other weapons. The marauders have a hostage from the original tanker convoy strapped to the front of their car. The truck convoy manages to fight off the group of marauders. In this particular scene, one of them (unclear which side) sprays his mouth with silver spray paint then jumps off the truck with two bombs onto one of the marauders.",60.0,"This response accurately describes the ambush by spiked vehicles, the convoy fighting back, and the suicide attack with silver spray paint and bombs, closely matching the model events. There is some confusion about which side the suicide attacker is on, but overall the recall is detailed and mostly accurate.",85.0
23,98,A,Post,Q13,Recall,Long,The Town,"A group of criminals decide to pull a heist on an armored truck using nun costumes, and it doesn't go exactly to plan due to the security guard of the truck disrupting their plans. They end up stealing the cash and escaping through the city in a car.

They are stealing cash in duffel bags, and an intense police chase ensues when they escape the scene of the crime.",55.0,"The participant recalls the nun disguises, the armored truck heist, the disruption by a security guard, the theft of cash in duffel bags, and the ensuing police chase. While the response is accurate and covers several key events, it lacks specific names, locations, and finer chronological details, but demonstrates a solid grasp of the main action sequence.",92.0
147,99,A,Post,Q18,Recall,Short,Mad Max,"There is a chase scene involving Furiosa's crew trying to protect the rig and another group of people. Some of the crew are killed, and there are lots of explosions as they protect the rig. One of Furiosa's men gets hit with an arrow, and it pierces his body and part of his neck. He sprays some silver liquid and it heals him. He then sacrifices himself by jumping on one of the other group's car, resulting in an explosion. Everyone cheers.",85.0,"The participant accurately recalls the chase, Furiosa's crew defending the rig, explosions, and a War Boy's sacrificial suicide attack, which matches the model events. There is some added detail about the arrow and silver liquid, which is not in the model, but the core sequence and actions are well captured.",90.0
24,99,A,Post,Q13,Recall,Long,The Town,"They rob an armored truck, taking the money and putting it into bags. One of the security guards manages to grab one of the guys (I believe Ben Affleck and the other robber (I believe Jeremy Renner's character) shoots him in the chest. There is a chase scene involving the getaway van and police through the streets of Boston. They manage to get away and switch to a jeep, setting fire to the getaway van.",70.0,"The participant accurately recalls the armored truck robbery, the shooting of a guard, the police chase, the switch to a new vehicle, and the burning of the getaway van. They provide some character details (Ben Affleck, Jeremy Renner) and sequence the events well, but omit details about the disguises, the number of crew, and the tense encounter with the police officer. The recall is accurate and moderately detailed, but not exhaustive.",90.0
44,100,E,Post,Q13,Recall,Short,Abbot Elementary,"They’re trying to get Mr Eddie to eat pizza that Mr Hill brought him. Turns out Mr Eddie doesn’t like pizza and is a very picky eater, with the janitor Mr Johnson repeating that Mr Eddie doesn’t like bacon. The two female teachers (Howard & Schemmenty) give Mr Eddie a hard time for him not liking pizza and they all begin quizzing him on other foods he likes or dislikes",85.0,"The participant accurately recalls the main plot points: Mr. Eddie (Gregory) being pressured to eat pizza, his picky eating, Mr. Johnson's reaction, and the female teachers (Howard & Schemmenty) teasing him and quizzing him about other foods (events 1-13, 16). There is a minor error about Mr. Johnson repeating that Mr. Eddie doesn't like bacon (not in the model), but overall the response is detailed and well-aligned with the events.",95.0
105,100,E,Post,Q18,Recall,Long,Mad Max,Furiosa took off with females being used for their breeding. This ensues a chase between Furiosa and the other members of the group. It’s a super intense chase and fight scene. Mad max is chained to the front of the car and is being used for his blood by the driver who is sick. Everyone’s trying to kill everyone,55.0,"The participant accurately recalls Furiosa taking the wives to escape, the ensuing chase, and Max being chained to the front of a car as a blood donor for a sick driver (Nux). However, the response lacks specific names, locations (Citadel, War Rig), and detailed chronology, and it generalizes the action as 'everyone’s trying to kill everyone' without referencing key plot points or supporting characters.",90.0
82,101,C,Post,Q18,Recall,Long,Abbot Elementary,"Yesterday, there was a discussion among Abbott teachers and staff which pizza is the best. Gregory( williams) had mentioned that he like some pizza from (baltimore,MD?) Jacob drove  a long way to bring Gregory his favorite pizza and offers Gregory a slice. Unbeknown the everynone, Gregory made the whole thing up and does not like pizza.",55.0,"The response captures the pizza debate, Gregory's fabricated preference for Baltimore-style pizza, Jacob's effort to get the pizza, and Gregory's admission that he does not like pizza. However, it omits many details (e.g., group reactions, the eat-off, Gregory's discomfort, and the aftermath), and some names are slightly off, but the core events are present.",80.0
69,101,C,Post,Q13,Recall,Short,The Town,"While the armored truck was beginning to unload the truck, this was a bank robber (Ben Affleck), telling the two armored truck guards to drop their weapons and don't move. As another bank robber was inside the armored truck looking for money and some papers. As the robbers are going through the truck, on tries to shoot the robbers. A get away car is waiting",45.0,"The participant accurately recalls the armored truck robbery, the robbers threatening the guards, one guard resisting and being shot, and the presence of a getaway car. However, there is little detail about the disguises, the high-speed chase, or the burning of the minivan. Some minor inaccuracies and lack of specific names or locations reduce the score.",80.0
120,102,D,Post,Q18,Recall,Short,Abbot Elementary,Jacob brought pizza in from various neighborhoods and what he thought was a favorite pizza place of Gregorys.  The other teachers loved the pizza and chose their favorites.  Everyone was shocked to learn Gregory do not like pizza.  He thinks it is weird.  He described it as crunchy and wet.  It is learned he is a picky eater.,65.0,"The response accurately recalls Jacob bringing in pizza for Gregory, the teachers' enjoyment of the pizza, and the group's shock at Gregory's dislike of pizza. It also notes Gregory's picky eating. However, it omits key details such as Mr. Johnson's reaction, the Lady Gaga joke, and the sequence of questioning about other foods. Some minor invented details (e.g., Gregory's description of pizza as 'crunchy and wet') are present but do not significantly detract from the overall mapping.",90.0
26,102,D,Post,Q13,Recall,Long,The Town,They had just robbed a bank truck. One of the robbers shit a killed a security guard because he didn't appreciate what the guard said to the other robber.  They took the money and eventually took a hostage.  They evaded the police on the Boston bridge and told the hostage she would be ok as she did not see their real face.  They dropped her off at a beach and told her to keep walking until she feels water.,,,
83,103,C,Post,Q18,Recall,Long,Abbot Elementary,Tyler James Williams who plays a teacher in Abbott Elementary as trying to hide the fact that he didn’t like pizza because he knew everyone would think it was strange. So another actor who plays a teacher and his friend drive hours to get the pizza Tyler lied and said he liked. So at this point in the scene Tyler is acting like he is going tryna slice but he doesn’t and tells them he doesn’t eat pizza,60.0,"The participant identifies the main plot points: Gregory (played by Tyler James Williams) hides his dislike of pizza, another teacher gets the pizza Gregory claimed to like, and Gregory ultimately admits he doesn't eat pizza. The response lacks detail about the group dynamics, specific reactions, and the broader context, but the essential storyline is correct.",75.0
70,103,C,Post,Q13,Recall,Short,The Town,An armored truck robbery was happening in this scene. The masked robber was telling the armored truck guy what to do as he was robbing the truck. I can’t remember if his is Ben Afleck in the mask or not but it was three of them robbing the truck. The armored truck guy wasn’t listening and retaliated leading him to be shot. They took the cash and proceeded to flee and started a high speed chase,60.0,"This response captures the armored truck robbery, the masked robbers, the guard's resistance and being shot, the theft of cash, and the subsequent high-speed chase. The participant is unsure about the number of robbers and Ben Affleck's role, but the main sequence of events is present, though lacking in detail about disguises, locations, and the vehicle switch or burning.",85.0
136,104,A,Post,Q18,Recall,Short,Mad Max,They were fighting other people in the deserts of Australia and I wasn't sure who was the good guy in the bad guy but everybody was driving with vehicles that had mysterious in strange weapons and people were getting run off the road. It was a remake from the original movie that I saw but I never saw this one and I remember I might want to watch it.,20.0,"The response generally identifies a desert vehicle battle but lacks specific details about the Buzzards, War Boys, Furiosa, or the suicide attack. The participant is vague about the sides and events, and includes off-topic commentary about the movie being a remake. Only the broadest context of a vehicular fight is recalled.",70.0
14,104,A,Post,Q13,Recall,Long,The Town,"They robbed an armored car, then got into a chase with the police. They switched cars and continue to chase through the city. They didn't mean to shoot anybody but they did anyways. The car they switched to was there on purpose and they torched the original car that they used as a getaway car. They all were dressed as nuns",70.0,"The participant accurately recalls the armored car robbery, the police chase, the planned car switch, torching the original getaway car, and the nun disguises. They also mention the accidental shooting, which matches the event where a guard is shot despite the crew's intentions. While the response omits other plotlines and aftermath, the details provided are accurate and correspond well to the model events.",95.0
84,105,C,Post,Q18,Recall,Long,Abbot Elementary,"In this scene, one of the characters had said he only likes “Baltimore” style pizza and described it as crispy and wet. Another character drove from Philly to Baltimore to get the pizza for his friend. In the rest of the scene, it became evident that the initial character was lying and doesn’t like pizza at all which resulted in disgust from his colleagues.",70.0,"The participant accurately recalls Gregory inventing 'Baltimore-style pizza,' describing it as crispy and wet, and that another character (Jacob) went out of their way to get the pizza. They also capture the key reveal that Gregory does not like pizza and the negative reaction from his colleagues. However, some details are missing or slightly inaccurate (e.g., the name of the shop, the specifics of the group’s reactions, and the sequence of events), so the recall is good but not highly detailed.",90.0
71,105,C,Post,Q13,Recall,Short,The Town,"People dressed as nuns robbed a money truck and a police chase scene through Boston followed. There was a firefight between police and the robbers and they set fire to a vehicle at the  end. I don’t remember any key characters really, because they were all dressed as nuns. There were a ton of cars on the Boston streets and police cars chasing the getaway van. One scene involved a slow motion of a nun looking at a little boy.",80.0,"The participant recalls the nun disguises, the robbery of the money truck, the police chase through Boston, a firefight, and the burning of the getaway vehicle. They also mention the abundance of cars and a slow-motion scene, which, while not in the model events, does not detract from the accurate recall of key actions and chronology. The lack of character names and some generalization prevent a perfect score.",90.0
137,106,A,Post,Q18,Recall,Short,Mad Max,"There was a chase of a car caravan. People were attacking the caravan and bald white painted people were defending by jumping onto the cars and sacrificing themselves. The main character was a woman. Another man was strapped to the front of the car for some reason. I think they were attacking the truck because of the ""water wars"".",70.0,"The participant correctly recalls the car chase, the attackers and defenders, the War Boys' appearance and self-sacrifice, and that the main character is a woman (Furiosa). The mention of a man strapped to the front of a car is accurate for the film, though not in the provided model events. The reference to 'water wars' is extraneous, but overall, the response captures several key elements and actions from the scene.",90.0
15,106,A,Post,Q13,Recall,Long,The Town,"Three robbers and an escape driver rob a money transport van as it pulls up to the bank. The robbers shot the armed guard of the transport van. The guard was in the front seat and tried to ""be a hero"" by pulling a gun on the robbers. There is an ensuing car chase with the cops. They escape, switch cars, and set fire to the first car.",55.0,"The participant accurately recalls the armored truck robbery, the shooting of the resisting guard, the ensuing car chase, the car switch, and the burning of the first getaway vehicle. However, there are some inaccuracies (e.g., the number of robbers and the role of the escape driver) and missing details about the disguises, specific locations, and subsequent events. The response is focused on the heist sequence and omits the interpersonal and aftermath scenes.",90.0
1,107,F,Post,Q13,Recall,Long,Abbot Elementary,The guy grabbing the pizza in reality doesn’t like pizza but he is ashamed to admit at first because he doesn’t want to be judged. So he made up a fake pizza place from Baltimore that is extra soggy and what not. His good friend believed him and took a 2/3hour drive to Baltimore so he can get his best friend a pizza he missed so much  but in reality it was all a lie,,,
148,107,F,Post,Q18,Recall,Short,Mad Max,"I can’t recollect characters names off the top of my head. But the pale guys are traveling with fuel/supplies to take back to their main city. And then all of a sudden bandits came out of no where and tried taking over their convoy. There was a lot of action such as speeding, shooting and explosions.",40.0,"The response captures the general idea of a convoy being attacked by bandits and mentions action elements like speeding, shooting, and explosions. However, it lacks specific details about Furiosa, the War Boys, the Buzzards, and the suicide attack, making the recall partial and somewhat vague.",80.0
45,108,E,Post,Q13,Recall,Short,Abbot Elementary,"The coworkers were trying to get him to eat pizza, even offering some from 2 different places, one he once claimed he liked but discovered that he lied about liking it and is actually a very picky eater. Then he said that's why he does not like to tell people about his eating habits because they often have harsh reactions.",70.0,"The response accurately recalls the coworkers encouraging Gregory to eat pizza, the mention of a special pizza he claimed to like, his admission of being a picky eater, and his reluctance to share his eating habits due to harsh reactions. However, it omits specific details such as the Baltimore-style pizza, Mr. Johnson's reaction, and the sequence of group responses, making it moderately detailed but not comprehensive.",90.0
106,108,E,Post,Q18,Recall,Long,Mad Max,"In this scene, the main character was tied to a car to be someone's blood bank because it looked like they were dying, but they wanted to die trying to protect their group. In this scene, the group was running after one of their cars that changed route course to help protect them from invaders but also to stop them from escaping into other territory.",,,
2,109,F,Post,Q13,Recall,Long,Abbot Elementary,"Greg, Jacob and staff were having lunch in the break room and the group started talking about pizza and decided that they should have a pizza contest where everyone brings their favorite pizza for others to try. When asked, Greg stated that he likes Baltimore style pizza and the group asked him about Baltimore style pizza where he answered it is like wet pizza.",,,
149,109,F,Post,Q18,Recall,Short,Mad Max,The scene took place in the sand dessert where war rigs and crews were attempting to destroy one another and Furiosa was driving the war rig and one of her bandits jumped onto another war rig and detonated an explosive. They celebrated as they screamed and yelled while pumping their fists in the air.,70.0,"The participant correctly identifies the desert setting, the battle between crews, Furiosa driving, and a suicide attack with an explosion followed by celebration. However, the response is less detailed about the attackers (Buzzards) and the specific actions during the battle, resulting in a moderately high but not perfect score.",85.0
121,111,D,Post,Q18,Recall,Short,Abbot Elementary,"The man holding a the pizza is a very picky eater. He claims that he does not like pizza. His co-worker ordered a special type of pizza that he thinks the he will like ""extra wet from Baltimore"" in an attempt to convince him to eat pizza. He refuses to eat the pizza and the scene ends with the group of teachers talking about their favorite foods. The picky eater disagrees with all of their food affinities.",55.0,"The response captures the main arc: Gregory is a picky eater, Jacob brings a special pizza, Gregory refuses it, and the group discusses food preferences. However, it lacks specific names, omits the dramatic and comedic reactions, and does not mention the Lady Gaga joke or Gregory fleeing the lounge. The sequence is generally correct but lacks detail and some minor inaccuracies are present.",85.0
27,111,D,Post,Q13,Recall,Long,The Town,"A group of bank robbers dressed up in nun costumes and in masks pictured above. They attempted to rob an armored truck. However, one of the robbers ended up shooting the driver of the truck and wounding him. The robbery was compromised and a police chase ensued. The group of robbers were in a shoot-out with multiple policemen. They ended up being chased over a bridge. The chase ended when they switched cars, ditched their disguises and set fire to the getaway car. A lone policemen ""possibly"" saw them at the very end of the chase scenes.",65.0,"The participant accurately recalls the nun disguises, the armored truck robbery, the shooting and wounding of a guard, the police chase, the car switch, and the burning of the getaway vehicle. The response is missing specific names, locations (Boston/North End), and some details (e.g., the bridge escape, the officer's deliberate inaction, and the sequence of events). The overall chronology is correct, but some details are vague or slightly imprecise.",90.0
4,113,F,Post,Q13,Recall,Long,Abbot Elementary,"Gregory Eddie had confessed that he liked his pizza wet, soggy and Jacob Hill went on a 2 hour drive to get that particular pizza. When he presented it to Gregory, Gregory appeared to be repulsed by the pizza.From his reaction, it appeared that he had no idea what this type of pizza looked like or tasted even.",55.0,"The response captures Gregory's claim about liking soggy pizza, Jacob's effort to get it, and Gregory's negative reaction, which aligns with key events. However, it omits the broader context of the group debate, Gregory's confession, and the group's reactions, and adds a detail about a '2 hour drive' not present in the model events. The recall is focused but incomplete.",80.0
151,113,F,Post,Q18,Recall,Short,Mad Max,"This is the confrontation between Imperator Furiosa and  Immortan Joe after Furiosa has led  a brazen escape with Joe's five wives. They try to escape but the warlord catches up with them, and a mighty battle ensues. They survive the battle due to the armored truck that provides them with protection.",20.0,"The response confuses the scene with a different confrontation involving Immortan Joe and the escape with the wives, which is not part of the modeled events. There is a general sense of a battle and armored vehicles, but the details and chronology are inaccurate.",80.0
85,114,C,Post,Q18,Recall,Long,Abbot Elementary,"The one character I believe his name is Greg was embarrassed because he doesn’t like pizza. They were in their lunch room during break discuss discussing who liked what pizza and he told him a facetious place in a certain area and his best friend drove there to get it and when it came, he clean he doesn’t",45.0,"The response identifies Gregory as the embarrassed character who lied about liking pizza and references the lunchroom debate and the fabricated pizza place. It also mentions a friend driving to get the pizza, which aligns with Jacob's actions. However, the response is incomplete, lacks detail, and the last sentence is cut off, reducing both recall and confidence.",75.0
72,114,C,Post,Q13,Recall,Short,The Town,"It was a heist at a bank and they put the mask on. That’s mostly what I remember I believe they were trying to get away and had to blow up a vehicle. it was called the town and honestly, it did not leave a big impression. I was a little bit bored.it was in Boston not sure why they criminals were robbing bank and not by so much giolenc.",35.0,"The participant recalls the heist, the use of masks, the Boston setting, and the destruction of a vehicle, which maps to the disguises, location, and burning of the minivan. However, details about the sequence, specific actions, and characters are vague or missing, and the response is generally imprecise.",90.0
122,115,D,Post,Q18,Recall,Short,Abbot Elementary,"They teachers are in a teachers lounge sharing pizza. They talk about how it’s the best. One teacher gives another teacher pizza from a specific place in Baltimore, causing that teacher to confess he doesn’t like pizza and he hates bringing it up because people judge him too harshly, like it’s a personal insult to them.",70.0,"This response accurately describes the teachers eating pizza in the lounge, the special Baltimore pizza, Gregory's confession, and his discomfort with being judged. It captures the emotional tone and the core events, though it omits some specific reactions, the Lady Gaga joke, and the follow-up questioning about other foods. The mapping is clear and mostly complete.",92.0
28,115,D,Post,Q13,Recall,Long,The Town,Robbery of an armored vehicle as it pulled up to a bank. They ended up shooting one of the guards and a high speed chase followed. There were a lot of fender benders and shooting in the street. They escaped by making it across a key bridge. They were spotted by a cop who then ignored them. They then set fire to the car.,55.0,"The response covers the armored truck robbery, the shooting of a guard, the high-speed chase, the bridge escape, the encounter with a cop who ignores them, and the burning of the car. However, it lacks detail about the disguises, the number of robbers, and omits names, locations, and the sequence of switching vehicles. The recall is generally accurate but lacks richness and specificity.",85.0
0,116,A,Post,Q13,Recall,Long,Abbot Elementary,The black male actor lied about liking pizza and said he would only eat a certain type which he thought didn’t exist. He described it as wet. The white male actor drove to the city where the pizza is and brought it to the other actor to eat because he said it was his favorite kind of pizza. Gregory does not like pizza and is very specific about the foods he eats. His co worker brought the pizza as a friend to him at work so he could enjoy the pizza while the other co workers ate different varieties of pizza,70.0,"The participant accurately recalls Gregory lying about liking pizza, inventing a fake 'Baltimore-style' pizza, and describing it as wet. They also mention Jacob going out of his way to get the pizza and Gregory being a picky eater. However, some details are imprecise (e.g., the city trip is not canonical) and the response omits several key events, such as the group’s reactions, the pizza contest, and Gregory’s final confession.",90.0
138,116,A,Post,Q18,Recall,Short,Mad Max,This is a high speed chase scene from the movie mad max furry road. The actor jumps from his vehicle with his spears and kills the actor driving the car. The man who is chained to the car is not injuried. Furiosa and her crew successfully protect their rig and drive away. This is what I can remember about the scene.,55.0,"The participant recalls the high-speed chase, a character jumping from a vehicle with spears (likely referencing the War Boy's suicide attack), and Furiosa's crew successfully defending the rig. However, there are inaccuracies (e.g., 'kills the actor driving the car') and some confusion about details (mention of a man chained to the car not being injured, which is not central to the modeled events). The response covers the general action and outcome but lacks specific names (Buzzards) and detailed chronology.",80.0
152,117,F,Post,Q18,Recall,Short,Mad Max,"They were driving these Arena war trucks and cars in the middle of the desert. Then they were ambushed by these non-human creatures, and they had to defend their truck from multiple cars. There were a lot of cannon shots and explosives. There was also a guy strapped to one of the enemy's cars, possibly a hostage, had that the main truck was trying to save as he was a human.",35.0,"The participant recalls a desert ambush involving trucks and cars, which aligns with the general context of the modeled events. However, they incorrectly describe the attackers as 'non-human creatures' and introduce a hostage scenario not present in the model. Some elements of battle and defense are present, but details are mixed and partially inaccurate.",70.0
43,117,F,Post,Q13,Recall,Long,The Town,"I remember there was an armored truck robbery in the city of Boston, and the robbers were dressed up as nuns. After the robbery, they led the cops on a wild chase throughout the city. The main characters seem to be part of some Irish mob, with one of their gang members currently in prison. At the end of the clip they were being interrogated by the police for the crime.",60.0,"The response correctly identifies the armored truck robbery, the nun disguises, the Boston setting, the high-speed chase, and the interrogation of the crew (events 19-27, 29-30, 52-53). However, it lacks specific details about the sequence of events, omits key actions (e.g., the tense moment with the police officer, the burning of the van), and introduces a generalization about the Irish mob not explicitly stated in the model events.",85.0
