title,form,group,metric,respondent_a,respondent_b,pair_key,shared_bins,windows_generated
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,69,84,69-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,69,86,69-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,69,97,69-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,69,100,69-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,69,108,69-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,79,74-79,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,80,74-80,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,84,74-84,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,86,74-86,318,157
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,97,74-97,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,100,74-100,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,74,108,74-108,261,129
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,79,80,79-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,79,84,79-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,79,86,79-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,79,97,79-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,79,100,79-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,79,108,79-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,80,84,80-84,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,80,86,80-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,80,97,80-97,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,80,100,80-100,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,80,108,80-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,84,86,84-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,84,97,84-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,84,100,84-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,84,108,84-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,86,97,86-97,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,86,100,86-100,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,86,108,86-108,236,116
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,97,100,97-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,97,108,97-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageDeltadB,100,108,100-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,40,36-40,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,49,36-49,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,69,36-69,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,74,36-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,79,36-79,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,80,36-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,84,36-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,86,36-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,97,36-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,100,36-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,36,108,36-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,49,40-49,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,69,40-69,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,74,40-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,79,40-79,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,80,40-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,84,40-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,86,40-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,97,40-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,100,40-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,40,108,40-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,69,49-69,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,74,49-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,79,49-79,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,80,49-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,84,49-84,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,86,49-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,97,49-97,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,100,49-100,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,49,108,49-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,74,69-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,79,69-79,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,80,69-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,84,69-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,86,69-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,97,69-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,100,69-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,69,108,69-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,79,74-79,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,80,74-80,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,84,74-84,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,86,74-86,318,157
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,97,74-97,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,100,74-100,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,74,108,74-108,261,129
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,79,80,79-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,79,84,79-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,79,86,79-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,79,97,79-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,79,100,79-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,79,108,79-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,80,84,80-84,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,80,86,80-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,80,97,80-97,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,80,100,80-100,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,80,108,80-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,84,86,84-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,84,97,84-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,84,100,84-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,84,108,84-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,86,97,86-97,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,86,100,86-100,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,86,108,86-108,236,116
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,97,100,97-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,97,108,97-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageGammadB,100,108,100-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,40,36-40,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,49,36-49,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,69,36-69,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,74,36-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,79,36-79,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,80,36-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,84,36-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,86,36-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,97,36-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,100,36-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,36,108,36-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,49,40-49,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,69,40-69,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,74,40-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,79,40-79,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,80,40-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,84,40-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,86,40-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,97,40-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,100,40-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,40,108,40-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,69,49-69,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,74,49-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,79,49-79,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,80,49-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,84,49-84,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,86,49-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,97,49-97,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,100,49-100,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,49,108,49-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,74,69-74,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,79,69-79,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,80,69-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,84,69-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,86,69-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,97,69-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,100,69-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,69,108,69-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,79,74-79,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,80,74-80,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,84,74-84,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,86,74-86,318,157
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,97,74-97,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,100,74-100,365,181
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,74,108,74-108,261,129
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,79,80,79-80,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,79,84,79-84,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,79,86,79-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,79,97,79-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,79,100,79-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,79,108,79-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,80,84,80-84,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,80,86,80-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,80,97,80-97,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,80,100,80-100,373,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,80,108,80-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,84,86,84-86,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,84,97,84-97,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,84,100,84-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,84,108,84-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,86,97,86-97,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,86,100,86-100,324,160
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,86,108,86-108,236,116
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,97,100,97-100,374,185
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,97,108,97-108,269,133
The Big Bang Theory,Short,E,EEG_PSD_ElectrodeClusterAverageThetadB,100,108,100-108,269,133
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageAlphadB,55,98,55-98,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageAlphadB,55,104,55-104,343,170
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageAlphadB,55,116,55-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageAlphadB,98,104,98-104,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageAlphadB,98,116,98-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageAlphadB,104,116,104-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageBetadB,55,98,55-98,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageBetadB,55,104,55-104,343,170
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageBetadB,55,116,55-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageBetadB,98,104,98-104,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageBetadB,98,116,98-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageBetadB,104,116,104-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageDeltadB,55,98,55-98,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageDeltadB,55,104,55-104,343,170
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageDeltadB,55,116,55-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageDeltadB,98,104,98-104,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageDeltadB,98,116,98-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageDeltadB,104,116,104-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageGammadB,55,98,55-98,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageGammadB,55,104,55-104,343,170
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageGammadB,55,116,55-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageGammadB,98,104,98-104,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageGammadB,98,116,98-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageGammadB,104,116,104-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageThetadB,55,98,55-98,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageThetadB,55,104,55-104,343,170
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageThetadB,55,116,55-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageThetadB,98,104,98-104,342,169
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageThetadB,98,116,98-116,340,168
The Conjuring,Short,A,EEG_PSD_ElectrodeClusterAverageThetadB,104,116,104-116,340,168
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,42,41-42,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,44,41-44,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,50,41-50,328,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,60,41-60,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,70,41-70,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,85,41-85,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,96,41-96,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,107,41-107,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,109,41-109,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,113,41-113,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,117,41-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,44,42-44,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,50,42-50,327,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,60,42-60,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,70,42-70,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,85,42-85,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,96,42-96,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,107,42-107,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,109,42-109,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,113,42-113,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,117,42-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,50,44-50,293,145
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,60,44-60,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,70,44-70,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,85,44-85,283,140
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,96,44-96,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,107,44-107,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,109,44-109,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,113,44-113,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,117,44-117,124,60
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,60,50-60,327,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,70,50-70,328,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,85,50-85,303,150
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,96,50-96,328,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,107,50-107,327,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,109,50-109,328,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,113,50-113,328,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,117,50-117,126,61
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,70,60-70,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,85,60-85,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,96,60-96,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,107,60-107,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,109,60-109,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,113,60-113,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,117,60-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,85,70-85,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,96,70-96,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,107,70-107,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,109,70-109,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,113,70-113,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,117,70-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,96,85-96,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,107,85-107,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,109,85-109,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,113,85-113,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,117,85-117,136,66
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,107,96-107,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,109,96-109,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,113,96-113,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,117,96-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,107,109,107-109,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,107,113,107-113,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,107,117,107-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,109,113,109-113,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,109,117,109-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageAlphadB,113,117,113-117,137,67
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,42,41-42,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,44,41-44,308,152
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,50,41-50,328,162
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,60,41-60,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,70,41-70,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,85,41-85,317,157
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,96,41-96,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,107,41-107,342,169
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,109,41-109,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,113,41-113,343,170
The Conjuring,Short,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,117,41-117,137,67
